risk_budget,method,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,mean_accepted,ci95_accepted,mean_breach,ci95_breach,mean_gated_success,ci95_gated_success,mean_gated_utility,ci95_gated_utility,n
0.100000,stability_calibrated_servo_foundation_arbiter_v5,6,0.824105,0.005394,0.975135,0.008082,0.748052,0.002410,0.043721,0.001827,0.061564,0.002451,0.013375,0.000634,0.186488,0.000743,0.023112,0.000802,0.065278,0.001045,0.074888,0.002449,0.046448,0.001689,0.943750,0.035814,0.000000,0.000000,0.780854,0.030034,0.922939,0.037603,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,7,0.823653,0.005338,0.975261,0.008032,0.748354,0.002357,0.043084,0.001831,0.061615,0.002554,0.013392,0.000582,0.186690,0.000779,0.022877,0.000848,0.065101,0.001049,0.074645,0.002421,0.046121,0.001668,0.943750,0.035814,0.000000,0.000000,0.780439,0.030014,0.923054,0.037601,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,8,0.824171,0.005304,0.975917,0.008042,0.748757,0.002423,0.043103,0.001851,0.061261,0.002466,0.013579,0.000599,0.186666,0.000798,0.022865,0.000834,0.065001,0.001031,0.074896,0.002452,0.046158,0.001695,0.931250,0.039330,0.000000,0.000000,0.771449,0.032913,0.912065,0.041209,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,9,0.824793,0.005518,0.976471,0.008201,0.748581,0.002422,0.043059,0.001858,0.061663,0.002471,0.013441,0.000596,0.186543,0.000737,0.022961,0.000849,0.065016,0.001026,0.074589,0.002442,0.046163,0.001678,0.943750,0.035814,0.000000,0.000000,0.781638,0.030082,0.924342,0.037675,160
0.150000,cbf_safety_shield,0,0.613415,0.007159,0.578659,0.010860,0.568043,0.002377,0.132128,0.002706,0.118020,0.002564,0.049326,0.000703,0.256605,0.000793,0.066948,0.000785,0.067209,0.000760,0.131228,0.002546,0.130046,0.002169,0.868750,0.052487,0.000000,0.000000,0.542449,0.033226,0.511230,0.034868,160
0.150000,cbf_safety_shield,1,0.613250,0.007326,0.578510,0.011119,0.567660,0.002394,0.132145,0.002788,0.118093,0.002600,0.049323,0.000690,0.256332,0.000819,0.066402,0.000849,0.067329,0.000767,0.131345,0.002585,0.129970,0.002220,0.868750,0.052487,0.000000,0.000000,0.542719,0.033242,0.511608,0.034910,160
0.150000,cbf_safety_shield,2,0.612309,0.007239,0.577529,0.011030,0.567703,0.002389,0.132191,0.002862,0.117871,0.002527,0.049470,0.000671,0.256243,0.000841,0.066458,0.000809,0.067516,0.000797,0.131121,0.002600,0.130038,0.002214,0.856250,0.054533,0.000000,0.000000,0.534565,0.034468,0.503489,0.036172,160
0.150000,cbf_safety_shield,3,0.612404,0.007216,0.577736,0.010993,0.567928,0.002472,0.131874,0.002755,0.117881,0.002572,0.049617,0.000704,0.256497,0.000794,0.066794,0.000857,0.067317,0.000772,0.131235,0.002559,0.130034,0.002191,0.875000,0.051406,0.000000,0.000000,0.545573,0.032512,0.514282,0.034164,160
0.150000,cbf_safety_shield,4,0.612782,0.007346,0.578126,0.011150,0.567712,0.002466,0.132113,0.002830,0.117906,0.002585,0.049358,0.000671,0.256314,0.000784,0.066391,0.000832,0.067296,0.000757,0.131120,0.002606,0.129932,0.002222,0.875000,0.051406,0.000000,0.000000,0.546237,0.032556,0.514994,0.034216,160
0.150000,cbf_safety_shield,5,0.613129,0.007228,0.578497,0.011015,0.567562,0.002346,0.131945,0.002828,0.118020,0.002566,0.049435,0.000690,0.256366,0.000799,0.066297,0.000849,0.067124,0.000785,0.131102,0.002610,0.129904,0.002232,0.856250,0.054533,0.000000,0.000000,0.535321,0.034520,0.504470,0.036227,160
0.150000,cbf_safety_shield,6,0.613093,0.007083,0.578374,0.010893,0.567630,0.002474,0.131940,0.002771,0.118242,0.002571,0.049311,0.000717,0.256561,0.000785,0.066594,0.000849,0.067221,0.000767,0.131231,0.002577,0.129932,0.002215,0.862500,0.053529,0.000000,0.000000,0.539053,0.033852,0.508001,0.035522,160
0.150000,cbf_safety_shield,7,0.612751,0.007196,0.578303,0.011071,0.568182,0.002447,0.131908,0.002855,0.117966,0.002576,0.049288,0.000710,0.256468,0.000810,0.066792,0.000828,0.067219,0.000783,0.131129,0.002623,0.129878,0.002257,0.850000,0.055503,0.000000,0.000000,0.531416,0.035102,0.500940,0.036854,160
0.150000,cbf_safety_shield,8,0.610460,0.007275,0.575856,0.011057,0.567641,0.002434,0.131884,0.002767,0.118162,0.002605,0.049326,0.000695,0.256648,0.000776,0.066376,0.000856,0.066881,0.000758,0.130952,0.002604,0.129857,0.002216,0.875000,0.051406,0.000000,0.000000,0.544028,0.032427,0.512937,0.034079,160
0.150000,cbf_safety_shield,9,0.612231,0.007055,0.577406,0.010799,0.567511,0.002424,0.132169,0.002786,0.117684,0.002491,0.049290,0.000661,0.256723,0.000779,0.066733,0.000815,0.067187,0.000743,0.131178,0.002567,0.129931,0.002171,0.850000,0.055503,0.000000,0.000000,0.530870,0.035043,0.499710,0.036736,160
0.150000,conformal_visual_abstention,0,0.648865,0.006233,0.665845,0.009596,0.613061,0.002458,0.098927,0.002318,0.112078,0.002551,0.039189,0.000634,0.251646,0.000771,0.042419,0.000854,0.099734,0.000937,0.122877,0.002534,0.102507,0.001951,0.950000,0.033877,0.000000,0.000000,0.620362,0.022808,0.636467,0.025886,160
0.150000,conformal_visual_abstention,1,0.648631,0.006162,0.665619,0.009505,0.613584,0.002446,0.099047,0.002331,0.112240,0.002533,0.039382,0.000628,0.251829,0.000801,0.042075,0.000870,0.099429,0.000957,0.123068,0.002570,0.102651,0.001958,0.950000,0.033877,0.000000,0.000000,0.620046,0.022777,0.636117,0.025845,160
0.150000,conformal_visual_abstention,2,0.646977,0.006278,0.663530,0.009673,0.613433,0.002435,0.099221,0.002357,0.112362,0.002511,0.039629,0.000663,0.251818,0.000783,0.042436,0.000867,0.099578,0.000946,0.123388,0.002600,0.102969,0.001989,0.931250,0.039330,0.000000,0.000000,0.607580,0.026215,0.622750,0.029556,160
0.150000,conformal_visual_abstention,3,0.647778,0.006132,0.665262,0.009462,0.613681,0.002452,0.098375,0.002331,0.111650,0.002543,0.039641,0.000643,0.251819,0.000821,0.042327,0.000809,0.099536,0.000948,0.122752,0.002580,0.102394,0.001948,0.937500,0.037626,0.000000,0.000000,0.611793,0.025121,0.627984,0.028386,160
0.150000,conformal_visual_abstention,4,0.647011,0.006289,0.664391,0.009644,0.613732,0.002404,0.098762,0.002372,0.111871,0.002493,0.039443,0.000622,0.251542,0.000748,0.042067,0.000846,0.099423,0.000935,0.123030,0.002578,0.102467,0.001964,0.937500,0.037626,0.000000,0.000000,0.611190,0.025138,0.627215,0.028422,160
0.150000,conformal_visual_abstention,5,0.648073,0.006088,0.665654,0.009377,0.613773,0.002479,0.098646,0.002313,0.111673,0.002565,0.039136,0.000666,0.251849,0.000829,0.042262,0.000849,0.099534,0.000941,0.122669,0.002600,0.102224,0.001974,0.956250,0.031793,0.000000,0.000000,0.623241,0.021420,0.640075,0.024384,160
0.150000,conformal_visual_abstention,6,0.649091,0.006207,0.666171,0.009493,0.613745,0.002441,0.098777,0.002352,0.112105,0.002515,0.039593,0.000644,0.251635,0.000821,0.042557,0.000875,0.099668,0.000931,0.123018,0.002569,0.102700,0.001956,0.937500,0.037626,0.000000,0.000000,0.613242,0.025190,0.629051,0.028423,160
0.150000,conformal_visual_abstention,7,0.647835,0.006233,0.664801,0.009594,0.613310,0.002356,0.098896,0.002403,0.111626,0.002568,0.039543,0.000666,0.251872,0.000781,0.042537,0.000839,0.099598,0.000926,0.123093,0.002599,0.102619,0.001989,0.943750,0.035814,0.000000,0.000000,0.615679,0.023994,0.631537,0.027166,160
0.150000,conformal_visual_abstention,8,0.647830,0.006306,0.665027,0.009623,0.613908,0.002422,0.098773,0.002338,0.111999,0.002523,0.039535,0.000655,0.251809,0.000791,0.042488,0.000813,0.099381,0.000939,0.123108,0.002557,0.102629,0.001947,0.943750,0.035814,0.000000,0.000000,0.615851,0.024009,0.631922,0.027176,160
0.150000,conformal_visual_abstention,9,0.648032,0.006202,0.665049,0.009555,0.613786,0.002422,0.098837,0.002360,0.112200,0.002524,0.039491,0.000638,0.252117,0.000808,0.042448,0.000865,0.099476,0.000949,0.123112,0.002596,0.102671,0.001972,0.937500,0.037626,0.000000,0.000000,0.612336,0.025148,0.628084,0.028399,160
0.150000,ensemble_risk_gate,0,0.657605,0.007078,0.644885,0.010795,0.584739,0.002455,0.124589,0.002715,0.112725,0.002578,0.046300,0.000689,0.228417,0.000725,0.059584,0.000888,0.061889,0.000807,0.122214,0.002644,0.122181,0.002189,0.937500,0.037626,0.000000,0.000000,0.621861,0.025692,0.609876,0.028052,160
0.150000,ensemble_risk_gate,1,0.658483,0.006974,0.645777,0.010642,0.584100,0.002374,0.124140,0.002760,0.112904,0.002523,0.046374,0.000705,0.228277,0.000781,0.059798,0.000819,0.061681,0.000819,0.122146,0.002633,0.122087,0.002198,0.956250,0.031793,0.000000,0.000000,0.633759,0.021969,0.621740,0.024245,160
0.150000,ensemble_risk_gate,2,0.658902,0.006977,0.646250,0.010588,0.584534,0.002320,0.124460,0.002689,0.113134,0.002545,0.046122,0.000701,0.228494,0.000820,0.059327,0.000845,0.061585,0.000774,0.121947,0.002602,0.122060,0.002162,0.956250,0.031793,0.000000,0.000000,0.634195,0.021975,0.622221,0.024226,160
0.150000,ensemble_risk_gate,3,0.659507,0.006892,0.646450,0.010594,0.583967,0.002425,0.124772,0.002746,0.112576,0.002515,0.046279,0.000693,0.228184,0.000781,0.059780,0.000876,0.061728,0.000800,0.122204,0.002648,0.122259,0.002181,0.950000,0.033877,0.000000,0.000000,0.630964,0.023299,0.618699,0.025575,160
0.150000,ensemble_risk_gate,4,0.658125,0.006955,0.645155,0.010567,0.584084,0.002456,0.124482,0.002689,0.112634,0.002577,0.046587,0.000681,0.228378,0.000785,0.059589,0.000864,0.061697,0.000818,0.122271,0.002566,0.122277,0.002148,0.950000,0.033877,0.000000,0.000000,0.629639,0.023281,0.617373,0.025544,160
0.150000,ensemble_risk_gate,5,0.657828,0.007014,0.645180,0.010713,0.584891,0.002350,0.124619,0.002766,0.112775,0.002578,0.046203,0.000693,0.228593,0.000782,0.059450,0.000808,0.061732,0.000816,0.122097,0.002626,0.122126,0.002195,0.956250,0.031793,0.000000,0.000000,0.633278,0.021938,0.621347,0.024219,160
0.150000,ensemble_risk_gate,6,0.657370,0.007079,0.644717,0.010772,0.584383,0.002425,0.124378,0.002744,0.112527,0.002515,0.046299,0.000689,0.228451,0.000824,0.059684,0.000853,0.061751,0.000813,0.121904,0.002614,0.122054,0.002183,0.956250,0.031793,0.000000,0.000000,0.632788,0.021957,0.620918,0.024244,160
0.150000,ensemble_risk_gate,7,0.657339,0.007171,0.644521,0.010820,0.584574,0.002404,0.124855,0.002723,0.112845,0.002544,0.045991,0.000686,0.228208,0.000752,0.059673,0.000836,0.061759,0.000827,0.121875,0.002611,0.122172,0.002170,0.943750,0.035814,0.000000,0.000000,0.625717,0.024530,0.613651,0.026831,160
0.150000,ensemble_risk_gate,8,0.658548,0.006997,0.644942,0.010638,0.583923,0.002385,0.125190,0.002690,0.113220,0.002570,0.046209,0.000647,0.228591,0.000803,0.059813,0.000849,0.061586,0.000828,0.122467,0.002571,0.122568,0.002138,0.956250,0.031793,0.000000,0.000000,0.633826,0.021977,0.620876,0.024227,160
0.150000,ensemble_risk_gate,9,0.658390,0.006864,0.645057,0.010479,0.583839,0.002337,0.124701,0.002716,0.113089,0.002497,0.046602,0.000683,0.227929,0.000784,0.059903,0.000809,0.061653,0.000813,0.122605,0.002573,0.122548,0.002150,0.956250,0.031793,0.000000,0.000000,0.633667,0.021934,0.621020,0.024160,160
0.150000,foundation_policy_only,0,0.587398,0.013399,0.222996,0.019528,0.208852,0.002433,0.348353,0.005670,0.216624,0.002658,0.112098,0.000916,0.123642,0.000886,0.140730,0.000900,0.003023,0.000359,0.265350,0.003466,0.305215,0.003758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,1,0.587450,0.013219,0.222481,0.019376,0.208877,0.002440,0.349114,0.005664,0.216497,0.002606,0.112456,0.000946,0.123536,0.000856,0.140269,0.000912,0.002911,0.000351,0.266039,0.003510,0.305677,0.003780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,2,0.587113,0.013288,0.222378,0.019392,0.208771,0.002453,0.348841,0.005639,0.216751,0.002611,0.112136,0.000924,0.123656,0.000872,0.140318,0.000892,0.002767,0.000333,0.265683,0.003448,0.305425,0.003736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,3,0.587628,0.013338,0.223166,0.019462,0.209117,0.002431,0.348653,0.005669,0.216642,0.002630,0.112182,0.000927,0.123541,0.000885,0.140358,0.000919,0.002834,0.000336,0.265601,0.003470,0.305345,0.003761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,4,0.586975,0.013462,0.222168,0.019603,0.208929,0.002408,0.348991,0.005708,0.216505,0.002568,0.112240,0.000920,0.123541,0.000879,0.140516,0.000883,0.002858,0.000342,0.265928,0.003486,0.305539,0.003767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,5,0.586897,0.013387,0.222822,0.019545,0.208714,0.002438,0.348094,0.005658,0.216163,0.002621,0.112176,0.000919,0.123484,0.000925,0.140581,0.000918,0.002577,0.000304,0.265270,0.003459,0.305007,0.003747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,6,0.588173,0.013197,0.223216,0.019270,0.208955,0.002356,0.349067,0.005654,0.216556,0.002641,0.112378,0.000906,0.123501,0.000859,0.140629,0.000875,0.002828,0.000356,0.265971,0.003452,0.305687,0.003734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,7,0.588749,0.013429,0.224538,0.019584,0.209006,0.002458,0.348252,0.005723,0.216475,0.002616,0.112232,0.000935,0.123756,0.000887,0.140322,0.000889,0.002742,0.000342,0.265420,0.003511,0.305138,0.003773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,8,0.586505,0.013307,0.222057,0.019415,0.209152,0.002450,0.348690,0.005637,0.216450,0.002605,0.112022,0.000946,0.123735,0.000869,0.140619,0.000890,0.002947,0.000351,0.265513,0.003485,0.305274,0.003752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,foundation_policy_only,9,0.587624,0.013289,0.223035,0.019462,0.208860,0.002486,0.348568,0.005691,0.216526,0.002615,0.112261,0.000947,0.123700,0.000879,0.140587,0.000884,0.002954,0.000363,0.265489,0.003481,0.305365,0.003765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.150000,oracle_visual_servo_foundation_arbiter,0,0.922306,0.004631,1.143594,0.006693,0.816651,0.002388,0.011110,0.001308,0.043332,0.002517,0.001751,0.000387,0.150190,0.000736,0.008559,0.000847,0.050272,0.001160,0.059891,0.002202,0.017422,0.001325,1.000000,0.000000,0.000000,0.000000,0.922306,0.004631,1.143594,0.006693,160
0.150000,oracle_visual_servo_foundation_arbiter,1,0.921309,0.004746,1.142377,0.006752,0.816872,0.002351,0.011490,0.001349,0.043394,0.002532,0.001738,0.000356,0.150185,0.000743,0.008544,0.000791,0.050392,0.001161,0.059856,0.002185,0.017608,0.001322,1.000000,0.000000,0.000000,0.000000,0.921309,0.004746,1.142377,0.006752,160
0.150000,oracle_visual_servo_foundation_arbiter,2,0.922374,0.004716,1.143570,0.006735,0.816565,0.002428,0.011416,0.001383,0.043488,0.002524,0.001553,0.000359,0.149848,0.000743,0.008334,0.000768,0.050578,0.001151,0.059747,0.002181,0.017448,0.001321,1.000000,0.000000,0.000000,0.000000,0.922374,0.004716,1.143570,0.006735,160
0.150000,oracle_visual_servo_foundation_arbiter,3,0.922309,0.004501,1.143188,0.006513,0.816691,0.002388,0.011703,0.001340,0.043520,0.002507,0.001647,0.000377,0.150042,0.000766,0.008621,0.000782,0.050269,0.001126,0.060082,0.002170,0.017699,0.001318,1.000000,0.000000,0.000000,0.000000,0.922309,0.004501,1.143188,0.006513,160
0.150000,oracle_visual_servo_foundation_arbiter,4,0.921372,0.004736,1.142423,0.006736,0.816912,0.002368,0.011492,0.001383,0.043614,0.002512,0.001782,0.000383,0.150049,0.000764,0.008481,0.000770,0.050185,0.001133,0.060011,0.002213,0.017671,0.001335,1.000000,0.000000,0.000000,0.000000,0.921372,0.004736,1.142423,0.006736,160
0.150000,oracle_visual_servo_foundation_arbiter,5,0.921907,0.004787,1.143184,0.006864,0.817133,0.002469,0.011376,0.001368,0.043474,0.002543,0.001689,0.000381,0.150023,0.000738,0.008529,0.000811,0.050460,0.001149,0.059816,0.002216,0.017540,0.001351,1.000000,0.000000,0.000000,0.000000,0.921907,0.004787,1.143184,0.006864,160
0.150000,oracle_visual_servo_foundation_arbiter,6,0.922473,0.004511,1.143600,0.006533,0.816338,0.002363,0.011278,0.001329,0.043585,0.002500,0.001587,0.000358,0.150011,0.000767,0.008390,0.000807,0.050637,0.001167,0.059994,0.002205,0.017433,0.001311,1.000000,0.000000,0.000000,0.000000,0.922473,0.004511,1.143600,0.006533,160
0.150000,oracle_visual_servo_foundation_arbiter,7,0.922812,0.004805,1.143816,0.006898,0.816507,0.002419,0.011481,0.001346,0.043570,0.002517,0.001537,0.000359,0.150177,0.000776,0.008529,0.000816,0.050518,0.001172,0.059987,0.002187,0.017523,0.001325,1.000000,0.000000,0.000000,0.000000,0.922812,0.004805,1.143816,0.006898,160
0.150000,oracle_visual_servo_foundation_arbiter,8,0.922477,0.004667,1.143545,0.006725,0.816369,0.002372,0.011440,0.001318,0.043212,0.002534,0.001645,0.000369,0.149948,0.000747,0.008565,0.000784,0.050531,0.001152,0.059942,0.002197,0.017494,0.001311,1.000000,0.000000,0.000000,0.000000,0.922477,0.004667,1.143545,0.006725,160
0.150000,oracle_visual_servo_foundation_arbiter,9,0.921339,0.004577,1.142066,0.006610,0.816510,0.002450,0.011674,0.001350,0.043436,0.002560,0.001742,0.000361,0.150546,0.000751,0.008544,0.000794,0.050335,0.001157,0.059971,0.002199,0.017707,0.001341,1.000000,0.000000,0.000000,0.000000,0.921339,0.004577,1.142066,0.006610,160
0.150000,proposed_servo_foundation_arbiter_v4,0,0.769443,0.006049,0.852110,0.009239,0.678062,0.002353,0.076969,0.002206,0.081103,0.002553,0.026443,0.000611,0.206576,0.000790,0.040426,0.000873,0.057328,0.000916,0.091544,0.002475,0.077402,0.001876,1.000000,0.000000,0.000000,0.000000,0.769443,0.006049,0.852110,0.009239,160
0.150000,proposed_servo_foundation_arbiter_v4,1,0.769101,0.006198,0.851671,0.009358,0.677952,0.002431,0.077008,0.002201,0.081099,0.002554,0.026544,0.000639,0.206544,0.000781,0.040400,0.000851,0.057209,0.000906,0.091458,0.002475,0.077473,0.001893,1.000000,0.000000,0.000000,0.000000,0.769101,0.006198,0.851671,0.009358,160
0.150000,proposed_servo_foundation_arbiter_v4,2,0.770400,0.006135,0.853271,0.009282,0.678027,0.002357,0.076879,0.002214,0.080635,0.002508,0.026541,0.000641,0.206315,0.000779,0.040414,0.000807,0.057096,0.000919,0.091531,0.002470,0.077310,0.001882,1.000000,0.000000,0.000000,0.000000,0.770400,0.006135,0.853271,0.009282,160
0.150000,proposed_servo_foundation_arbiter_v4,3,0.769200,0.006272,0.851870,0.009376,0.677966,0.002355,0.076994,0.002165,0.081052,0.002550,0.026415,0.000648,0.206585,0.000796,0.040338,0.000845,0.057240,0.000921,0.091452,0.002473,0.077370,0.001880,1.000000,0.000000,0.000000,0.000000,0.769200,0.006272,0.851870,0.009376,160
0.150000,proposed_servo_foundation_arbiter_v4,4,0.770444,0.006157,0.852876,0.009234,0.677875,0.002414,0.077279,0.002185,0.080778,0.002614,0.026410,0.000595,0.206586,0.000745,0.040603,0.000844,0.057436,0.000917,0.091439,0.002426,0.077492,0.001858,1.000000,0.000000,0.000000,0.000000,0.770444,0.006157,0.852876,0.009234,160
0.150000,proposed_servo_foundation_arbiter_v4,5,0.769054,0.006264,0.851521,0.009404,0.678070,0.002371,0.077099,0.002217,0.081010,0.002500,0.026575,0.000652,0.206879,0.000774,0.040478,0.000873,0.057173,0.000892,0.091638,0.002508,0.077529,0.001894,1.000000,0.000000,0.000000,0.000000,0.769054,0.006264,0.851521,0.009404,160
0.150000,proposed_servo_foundation_arbiter_v4,6,0.769784,0.005933,0.852919,0.009056,0.678395,0.002469,0.076618,0.002166,0.080891,0.002535,0.026256,0.000603,0.206799,0.000802,0.040522,0.000807,0.057245,0.000908,0.091029,0.002427,0.077095,0.001846,1.000000,0.000000,0.000000,0.000000,0.769784,0.005933,0.852919,0.009056,160
0.150000,proposed_servo_foundation_arbiter_v4,7,0.769994,0.006118,0.852789,0.009183,0.678024,0.002415,0.076824,0.002144,0.081243,0.002541,0.026431,0.000608,0.206451,0.000824,0.040300,0.000829,0.057156,0.000898,0.091434,0.002420,0.077333,0.001837,1.000000,0.000000,0.000000,0.000000,0.769994,0.006118,0.852789,0.009183,160
0.150000,proposed_servo_foundation_arbiter_v4,8,0.769378,0.006055,0.851565,0.009203,0.677472,0.002399,0.077341,0.002155,0.080927,0.002557,0.026547,0.000635,0.206724,0.000761,0.040301,0.000829,0.057353,0.000916,0.091601,0.002419,0.077579,0.001864,1.000000,0.000000,0.000000,0.000000,0.769378,0.006055,0.851565,0.009203,160
0.150000,proposed_servo_foundation_arbiter_v4,9,0.770203,0.006126,0.853193,0.009270,0.677907,0.002432,0.076618,0.002222,0.080923,0.002546,0.026410,0.000638,0.206653,0.000740,0.040172,0.000872,0.057314,0.000929,0.091274,0.002511,0.077128,0.001898,1.000000,0.000000,0.000000,0.000000,0.770203,0.006126,0.853193,0.009270,160
0.150000,robust_mpc_handoff,0,0.660998,0.006516,0.668711,0.009972,0.616937,0.002420,0.107197,0.002477,0.103719,0.002568,0.039717,0.000635,0.276809,0.000738,0.055885,0.000861,0.070857,0.000861,0.116735,0.002561,0.107368,0.002030,0.975000,0.024268,0.000000,0.000000,0.646899,0.017187,0.654593,0.019792,160
0.150000,robust_mpc_handoff,1,0.661499,0.006391,0.669258,0.009809,0.616393,0.002351,0.106998,0.002392,0.103921,0.002510,0.039608,0.000670,0.276885,0.000798,0.055516,0.000834,0.070677,0.000867,0.116496,0.002569,0.107187,0.002013,0.975000,0.024268,0.000000,0.000000,0.647365,0.017163,0.655020,0.019749,160
0.150000,robust_mpc_handoff,2,0.659578,0.006390,0.666852,0.009861,0.615771,0.002377,0.107407,0.002456,0.103748,0.002551,0.039556,0.000655,0.276616,0.000813,0.055905,0.000828,0.070784,0.000902,0.116680,0.002572,0.107386,0.002022,0.968750,0.027045,0.000000,0.000000,0.641957,0.018834,0.649106,0.021461,160
0.150000,robust_mpc_handoff,3,0.660173,0.006493,0.668226,0.009974,0.616706,0.002420,0.106885,0.002477,0.103731,0.002554,0.039557,0.000692,0.276606,0.000780,0.055608,0.000811,0.070831,0.000908,0.116401,0.002586,0.107079,0.002048,0.975000,0.024268,0.000000,0.000000,0.645793,0.017193,0.653768,0.019840,160
0.150000,robust_mpc_handoff,4,0.662723,0.006471,0.670565,0.009925,0.616140,0.002426,0.106895,0.002480,0.103886,0.002567,0.039266,0.000615,0.277087,0.000787,0.055731,0.000836,0.070730,0.000871,0.116542,0.002541,0.106971,0.002010,0.981250,0.021084,0.000000,0.000000,0.652066,0.015291,0.659918,0.017892,160
0.150000,robust_mpc_handoff,5,0.661265,0.006550,0.668451,0.010034,0.616747,0.002409,0.107671,0.002446,0.103991,0.002533,0.039756,0.000660,0.276966,0.000820,0.055802,0.000848,0.070920,0.000904,0.117076,0.002569,0.107663,0.002033,0.975000,0.024268,0.000000,0.000000,0.647188,0.017213,0.654364,0.019824,160
0.150000,robust_mpc_handoff,6,0.660982,0.006487,0.668749,0.009945,0.616776,0.002460,0.107066,0.002427,0.104330,0.002566,0.039468,0.000645,0.276709,0.000794,0.055785,0.000840,0.070704,0.000888,0.116507,0.002548,0.107277,0.002008,0.975000,0.024268,0.000000,0.000000,0.647019,0.017170,0.654747,0.019768,160
0.150000,robust_mpc_handoff,7,0.660953,0.006334,0.668687,0.009748,0.616749,0.002400,0.107380,0.002423,0.103859,0.002551,0.039501,0.000648,0.276296,0.000779,0.055715,0.000846,0.070790,0.000910,0.116736,0.002547,0.107330,0.001992,0.968750,0.027045,0.000000,0.000000,0.643097,0.018864,0.650670,0.021480,160
0.150000,robust_mpc_handoff,8,0.661814,0.006411,0.669666,0.009820,0.616742,0.002352,0.107154,0.002468,0.103795,0.002576,0.039415,0.000636,0.276962,0.000796,0.055628,0.000842,0.070730,0.000888,0.116614,0.002573,0.107143,0.002029,0.968750,0.027045,0.000000,0.000000,0.643712,0.018929,0.651446,0.021562,160
0.150000,robust_mpc_handoff,9,0.661900,0.006395,0.669581,0.009871,0.616433,0.002427,0.107043,0.002447,0.103968,0.002579,0.039615,0.000680,0.276920,0.000797,0.055657,0.000838,0.070708,0.000903,0.116704,0.002573,0.107248,0.002039,0.968750,0.027045,0.000000,0.000000,0.644125,0.018906,0.651713,0.021543,160
0.150000,stability_calibrated_servo_foundation_arbiter_v5,0,0.823529,0.005262,0.974964,0.007984,0.748455,0.002369,0.043290,0.001853,0.061556,0.002496,0.013375,0.000633,0.186671,0.000774,0.023209,0.000794,0.065185,0.001053,0.074744,0.002473,0.046256,0.001708,1.000000,0.000000,0.000000,0.000000,0.823529,0.005262,0.974964,0.007984,160
0.150000,stability_calibrated_servo_foundation_arbiter_v5,1,0.823422,0.005373,0.975044,0.008139,0.748865,0.002459,0.043208,0.001870,0.061388,0.002539,0.013669,0.000599,0.186548,0.000791,0.022959,0.000854,0.065021,0.001069,0.074879,0.002482,0.046306,0.001700,1.000000,0.000000,0.000000,0.000000,0.823422,0.005373,0.975044,0.008139,160
0.150000,stability_calibrated_servo_foundation_arbiter_v5,2,0.823168,0.005279,0.974736,0.008022,0.748270,0.002401,0.043070,0.001849,0.061561,0.002506,0.013600,0.000573,0.186363,0.000713,0.022928,0.000860,0.064791,0.001063,0.074848,0.002454,0.046232,0.001678,1.000000,0.000000,0.000000,0.000000,0.823168,0.005279,0.974736,0.008022,160
0.150000,stability_calibrated_servo_foundation_arbiter_v5,3,0.823877,0.005247,0.975408,0.007991,0.748242,0.002399,0.043084,0.001874,0.061434,0.002566,0.013457,0.000592,0.186798,0.000782,0.023025,0.000819,0.065062,0.001032,0.074735,0.002476,0.046145,0.001711,1.000000,0.000000,0.000000,0.000000,0.823877,0.005247,0.975408,0.007991,160
0.150000,stability_calibrated_servo_foundation_arbiter_v5,4,0.823616,0.005374,0.974878,0.008070,0.748754,0.002392,0.043530,0.001839,0.061604,0.002485,0.013591,0.000599,0.186731,0.000755,0.023049,0.000826,0.065138,0.001071,0.074989,0.002460,0.046478,0.001686,1.000000,0.000000,0.000000,0.000000,0.823616,0.005374,0.974878,0.008070,160
