method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
foundation_policy_only,clean_deployment,7,0.644656,0.004493,0.308957,0.006890,0.217430,0.001066,0.321081,0.002200,0.208591,0.001207,0.109218,0.000402,0.119758,0.000341,0.136348,0.000364,0.002522,0.000161,0.249389,0.001383,0.287898,0.001486,640
foundation_policy_only,clean_deployment,8,0.644082,0.004513,0.308320,0.006920,0.217594,0.001064,0.321100,0.002213,0.208546,0.001211,0.109444,0.000396,0.119563,0.000334,0.136534,0.000350,0.002418,0.000165,0.249699,0.001386,0.288062,0.001491,640
foundation_policy_only,clean_deployment,9,0.644012,0.004575,0.308152,0.007002,0.217284,0.001087,0.321162,0.002214,0.208631,0.001209,0.109331,0.000410,0.119632,0.000346,0.136371,0.000362,0.002538,0.000159,0.249607,0.001395,0.288015,0.001500,640
foundation_policy_only,combined_stress,0,0.517397,0.006701,0.117247,0.009197,0.198338,0.001074,0.382731,0.002209,0.226202,0.001197,0.115762,0.000445,0.128573,0.000370,0.145514,0.000356,0.003222,0.000166,0.285284,0.001409,0.326810,0.001518,640
foundation_policy_only,combined_stress,1,0.517124,0.006717,0.117122,0.009218,0.198362,0.001070,0.382534,0.002208,0.226312,0.001206,0.115610,0.000453,0.128713,0.000380,0.145620,0.000368,0.003217,0.000172,0.285204,0.001421,0.326671,0.001524,640
foundation_policy_only,combined_stress,2,0.516951,0.006676,0.116499,0.009162,0.198064,0.001066,0.382721,0.002204,0.226538,0.001216,0.115907,0.000439,0.128564,0.000384,0.145699,0.000352,0.003277,0.000174,0.285528,0.001402,0.326997,0.001510,640
foundation_policy_only,combined_stress,3,0.517424,0.006689,0.117459,0.009200,0.198331,0.001070,0.382452,0.002219,0.226226,0.001189,0.115764,0.000457,0.128559,0.000384,0.145561,0.000372,0.003254,0.000174,0.285193,0.001429,0.326691,0.001531,640
foundation_policy_only,combined_stress,4,0.517685,0.006684,0.117506,0.009183,0.198123,0.001085,0.382492,0.002219,0.226299,0.001206,0.115946,0.000434,0.128485,0.000371,0.145632,0.000356,0.003194,0.000172,0.285398,0.001416,0.326845,0.001515,640
foundation_policy_only,combined_stress,5,0.517688,0.006673,0.117651,0.009170,0.198608,0.001070,0.382680,0.002215,0.226236,0.001199,0.115686,0.000454,0.128575,0.000371,0.145681,0.000354,0.003304,0.000176,0.285279,0.001421,0.326779,0.001523,640
foundation_policy_only,combined_stress,6,0.517458,0.006678,0.117458,0.009203,0.198170,0.001081,0.382414,0.002236,0.226296,0.001222,0.115742,0.000452,0.128659,0.000376,0.145505,0.000350,0.003152,0.000180,0.285147,0.001437,0.326665,0.001537,640
foundation_policy_only,combined_stress,7,0.517552,0.006670,0.117547,0.009173,0.198393,0.001063,0.382603,0.002204,0.226166,0.001217,0.115676,0.000456,0.128549,0.000381,0.145600,0.000367,0.003339,0.000181,0.285180,0.001421,0.326706,0.001527,640
foundation_policy_only,combined_stress,8,0.516897,0.006739,0.116674,0.009249,0.198173,0.001065,0.382652,0.002217,0.226211,0.001214,0.115802,0.000456,0.128650,0.000375,0.145637,0.000363,0.003344,0.000178,0.285320,0.001428,0.326819,0.001530,640
foundation_policy_only,combined_stress,9,0.517075,0.006648,0.116781,0.009143,0.198108,0.001057,0.382774,0.002217,0.226447,0.001198,0.115702,0.000451,0.128545,0.000370,0.145512,0.000356,0.003257,0.000176,0.285328,0.001422,0.326850,0.001523,640
foundation_policy_only,heldout_camera,0,0.577328,0.005634,0.207554,0.008101,0.207304,0.001069,0.353474,0.002211,0.217938,0.001199,0.112928,0.000427,0.124367,0.000363,0.141237,0.000360,0.002852,0.000170,0.268532,0.001401,0.308535,0.001506,640
foundation_policy_only,heldout_camera,1,0.576964,0.005595,0.207232,0.008077,0.207362,0.001081,0.353528,0.002220,0.217811,0.001199,0.112879,0.000442,0.124433,0.000365,0.141182,0.000364,0.002851,0.000164,0.268517,0.001416,0.308494,0.001519,640
foundation_policy_only,heldout_camera,2,0.576914,0.005625,0.207073,0.008075,0.207397,0.001064,0.353665,0.002202,0.217967,0.001192,0.112758,0.000424,0.124329,0.000363,0.141422,0.000350,0.002850,0.000167,0.268640,0.001395,0.308568,0.001496,640
foundation_policy_only,heldout_camera,3,0.577836,0.005597,0.208225,0.008073,0.207410,0.001070,0.353506,0.002223,0.217862,0.001213,0.112774,0.000427,0.124274,0.000367,0.141108,0.000363,0.002853,0.000172,0.268421,0.001413,0.308421,0.001515,640
foundation_policy_only,heldout_camera,4,0.577414,0.005585,0.207880,0.008074,0.207299,0.001076,0.353404,0.002218,0.217941,0.001206,0.112670,0.000438,0.124174,0.000356,0.141164,0.000370,0.002854,0.000171,0.268395,0.001412,0.308339,0.001522,640
foundation_policy_only,heldout_camera,5,0.577478,0.005613,0.207625,0.008099,0.207220,0.001062,0.353627,0.002222,0.217919,0.001210,0.112878,0.000438,0.124229,0.000365,0.141211,0.000366,0.002891,0.000165,0.268533,0.001417,0.308570,0.001522,640
foundation_policy_only,heldout_camera,6,0.576700,0.005657,0.206943,0.008120,0.207268,0.001076,0.353548,0.002204,0.217851,0.001198,0.112850,0.000433,0.124331,0.000365,0.141185,0.000362,0.002873,0.000170,0.268486,0.001406,0.308496,0.001507,640
foundation_policy_only,heldout_camera,7,0.577392,0.005605,0.207823,0.008077,0.207639,0.001068,0.353483,0.002212,0.217752,0.001211,0.112804,0.000432,0.124378,0.000358,0.141285,0.000362,0.002932,0.000175,0.268357,0.001407,0.308435,0.001514,640
foundation_policy_only,heldout_camera,8,0.576800,0.005612,0.207104,0.008076,0.207362,0.001062,0.353509,0.002209,0.217980,0.001201,0.112767,0.000423,0.124397,0.000357,0.141156,0.000359,0.002868,0.000173,0.268445,0.001397,0.308453,0.001505,640
foundation_policy_only,heldout_camera,9,0.577985,0.005646,0.208425,0.008110,0.207474,0.001052,0.353451,0.002207,0.217789,0.001212,0.112756,0.000436,0.124265,0.000356,0.141288,0.000358,0.002848,0.000170,0.268410,0.001408,0.308400,0.001511,640
foundation_policy_only,heldout_object,0,0.610323,0.005118,0.256719,0.007569,0.212081,0.001093,0.337965,0.002192,0.213503,0.001204,0.111300,0.000421,0.122104,0.000360,0.139083,0.000358,0.002651,0.000169,0.259611,0.001390,0.298783,0.001495,640
foundation_policy_only,heldout_object,1,0.609937,0.005129,0.256454,0.007586,0.211975,0.001076,0.337890,0.002217,0.213334,0.001217,0.111257,0.000426,0.122145,0.000354,0.138912,0.000367,0.002680,0.000170,0.259505,0.001409,0.298654,0.001511,640
foundation_policy_only,heldout_object,2,0.610236,0.005052,0.256966,0.007487,0.212249,0.001048,0.337860,0.002194,0.213360,0.001202,0.111099,0.000426,0.121992,0.000356,0.138957,0.000360,0.002641,0.000170,0.259330,0.001396,0.298562,0.001501,640
foundation_policy_only,heldout_object,3,0.609848,0.005080,0.256331,0.007525,0.212363,0.001063,0.338215,0.002203,0.213466,0.001200,0.111151,0.000422,0.122091,0.000363,0.138736,0.000361,0.002634,0.000164,0.259564,0.001400,0.298746,0.001501,640
foundation_policy_only,heldout_object,4,0.609476,0.005082,0.256153,0.007519,0.212104,0.001090,0.337775,0.002197,0.213443,0.001206,0.111181,0.000408,0.122047,0.000357,0.138907,0.000366,0.002656,0.000163,0.259346,0.001391,0.298578,0.001486,640
foundation_policy_only,heldout_object,5,0.610515,0.005059,0.257234,0.007519,0.212288,0.001061,0.337864,0.002216,0.213362,0.001213,0.111115,0.000423,0.122039,0.000345,0.138973,0.000371,0.002608,0.000161,0.259397,0.001406,0.298577,0.001511,640
foundation_policy_only,heldout_object,6,0.610167,0.005101,0.256938,0.007565,0.212230,0.001079,0.337779,0.002216,0.213325,0.001200,0.111210,0.000423,0.122097,0.000354,0.138698,0.000366,0.002727,0.000172,0.259328,0.001407,0.298533,0.001510,640
foundation_policy_only,heldout_object,7,0.610212,0.005105,0.256816,0.007551,0.212520,0.001058,0.338061,0.002214,0.213461,0.001203,0.111168,0.000422,0.122092,0.000346,0.138907,0.000367,0.002598,0.000171,0.259468,0.001398,0.298711,0.001507,640
foundation_policy_only,heldout_object,8,0.610810,0.005099,0.257361,0.007554,0.212110,0.001080,0.337956,0.002217,0.213398,0.001210,0.111147,0.000409,0.122097,0.000348,0.138938,0.000357,0.002775,0.000169,0.259433,0.001392,0.298640,0.001501,640
foundation_policy_only,heldout_object,9,0.609305,0.005101,0.256027,0.007542,0.212123,0.001073,0.337728,0.002203,0.213423,0.001212,0.111168,0.000419,0.122073,0.000354,0.138907,0.000358,0.002719,0.000170,0.259388,0.001398,0.298543,0.001499,640
latency_optimized_switch,clean_deployment,0,0.713765,0.002785,0.740022,0.004211,0.610155,0.001081,0.108913,0.001045,0.102693,0.001190,0.041995,0.000318,0.164017,0.000323,0.061164,0.000333,0.042101,0.000326,0.098988,0.001010,0.110237,0.000881,640
latency_optimized_switch,clean_deployment,1,0.713542,0.002749,0.739671,0.004169,0.609978,0.001063,0.108966,0.001059,0.102634,0.001181,0.041946,0.000314,0.164128,0.000322,0.061348,0.000341,0.042168,0.000331,0.099112,0.001012,0.110254,0.000883,640
latency_optimized_switch,clean_deployment,2,0.713686,0.002768,0.739799,0.004154,0.610117,0.001074,0.108968,0.001042,0.102997,0.001174,0.041893,0.000303,0.164009,0.000326,0.061415,0.000329,0.042089,0.000331,0.099091,0.000988,0.110317,0.000864,640
latency_optimized_switch,clean_deployment,3,0.712980,0.002775,0.739250,0.004183,0.609824,0.001072,0.108759,0.001061,0.102836,0.001189,0.041811,0.000321,0.164004,0.000320,0.061357,0.000338,0.042102,0.000332,0.099007,0.001011,0.110123,0.000884,640
latency_optimized_switch,clean_deployment,4,0.713362,0.002756,0.739534,0.004174,0.610090,0.001047,0.108993,0.001050,0.102683,0.001202,0.041883,0.000316,0.164195,0.000320,0.061288,0.000341,0.042084,0.000325,0.099086,0.001011,0.110231,0.000881,640
latency_optimized_switch,clean_deployment,5,0.713399,0.002745,0.739547,0.004168,0.609847,0.001072,0.108852,0.001064,0.102782,0.001184,0.041972,0.000323,0.164019,0.000319,0.061345,0.000349,0.041969,0.000333,0.098991,0.001020,0.110247,0.000892,640
latency_optimized_switch,clean_deployment,6,0.712940,0.002726,0.739000,0.004136,0.610001,0.001084,0.109029,0.001056,0.102863,0.001183,0.041915,0.000311,0.164113,0.000329,0.061318,0.000328,0.042032,0.000333,0.099179,0.001006,0.110312,0.000876,640
latency_optimized_switch,clean_deployment,7,0.713032,0.002796,0.739243,0.004242,0.609799,0.001066,0.108942,0.001066,0.102646,0.001195,0.041794,0.000325,0.163995,0.000332,0.061277,0.000349,0.042076,0.000329,0.099014,0.001024,0.110144,0.000895,640
latency_optimized_switch,clean_deployment,8,0.713108,0.002740,0.739318,0.004163,0.609900,0.001078,0.108842,0.001055,0.102710,0.001181,0.041910,0.000318,0.164151,0.000326,0.061295,0.000347,0.041996,0.000334,0.098933,0.001015,0.110181,0.000883,640
latency_optimized_switch,clean_deployment,9,0.712857,0.002807,0.739024,0.004207,0.609967,0.001069,0.108922,0.001056,0.102791,0.001184,0.041921,0.000315,0.163970,0.000328,0.061360,0.000346,0.041989,0.000328,0.099115,0.001009,0.110256,0.000881,640
latency_optimized_switch,combined_stress,0,0.651901,0.003398,0.640521,0.004889,0.590913,0.001082,0.137018,0.001036,0.119152,0.001179,0.045118,0.000330,0.172146,0.000334,0.069884,0.000345,0.047874,0.000329,0.123203,0.001008,0.130730,0.000884,640
latency_optimized_switch,combined_stress,1,0.652229,0.003397,0.640744,0.004888,0.590637,0.001060,0.136952,0.001045,0.119195,0.001179,0.045131,0.000335,0.172170,0.000333,0.070026,0.000342,0.047898,0.000331,0.123296,0.001015,0.130740,0.000888,640
latency_optimized_switch,combined_stress,2,0.652552,0.003347,0.641025,0.004844,0.591049,0.001072,0.137237,0.001042,0.119189,0.001192,0.045174,0.000329,0.171966,0.000343,0.070018,0.000345,0.047794,0.000332,0.123439,0.001014,0.130899,0.000885,640
latency_optimized_switch,combined_stress,3,0.651671,0.003351,0.640093,0.004860,0.590916,0.001072,0.137225,0.001051,0.119251,0.001189,0.045148,0.000319,0.172007,0.000336,0.070005,0.000341,0.047875,0.000331,0.123399,0.001016,0.130890,0.000887,640
latency_optimized_switch,combined_stress,4,0.651648,0.003365,0.640258,0.004869,0.591001,0.001079,0.137032,0.001047,0.119107,0.001187,0.045155,0.000335,0.172185,0.000329,0.069960,0.000339,0.047801,0.000329,0.123221,0.001015,0.130761,0.000890,640
latency_optimized_switch,combined_stress,5,0.652061,0.003438,0.640521,0.004943,0.590938,0.001068,0.137250,0.001047,0.119166,0.001176,0.045101,0.000330,0.172055,0.000338,0.069971,0.000348,0.047867,0.000330,0.123276,0.001011,0.130850,0.000886,640
latency_optimized_switch,combined_stress,6,0.652173,0.003364,0.640623,0.004871,0.590921,0.001059,0.137221,0.001053,0.119306,0.001187,0.045085,0.000331,0.172086,0.000340,0.069937,0.000338,0.047796,0.000328,0.123403,0.001020,0.130851,0.000893,640
latency_optimized_switch,combined_stress,7,0.652202,0.003357,0.640678,0.004876,0.590810,0.001070,0.137193,0.001058,0.119039,0.001195,0.045242,0.000331,0.172036,0.000328,0.069753,0.000339,0.047886,0.000327,0.123281,0.001024,0.130837,0.000897,640
latency_optimized_switch,combined_stress,8,0.651967,0.003390,0.640383,0.004915,0.590797,0.001067,0.137207,0.001072,0.119101,0.001181,0.045063,0.000344,0.172160,0.000324,0.070141,0.000343,0.047923,0.000333,0.123308,0.001037,0.130823,0.000909,640
latency_optimized_switch,combined_stress,9,0.651997,0.003367,0.640752,0.004871,0.590993,0.001074,0.136907,0.001052,0.118962,0.001178,0.045237,0.000330,0.171975,0.000323,0.069897,0.000339,0.047816,0.000329,0.123263,0.001017,0.130706,0.000891,640
latency_optimized_switch,heldout_camera,0,0.681020,0.003104,0.687464,0.004583,0.600174,0.001079,0.123846,0.001054,0.111328,0.001187,0.043527,0.000330,0.168234,0.000325,0.065842,0.000341,0.045244,0.000332,0.111855,0.001010,0.121035,0.000890,640
latency_optimized_switch,heldout_camera,1,0.681559,0.003047,0.687936,0.004529,0.599959,0.001061,0.123707,0.001061,0.111577,0.001194,0.043571,0.000330,0.168323,0.000328,0.065811,0.000342,0.045156,0.000324,0.111874,0.001020,0.121043,0.000896,640
latency_optimized_switch,heldout_camera,2,0.682066,0.003038,0.688206,0.004494,0.599992,0.001083,0.123943,0.001049,0.111454,0.001177,0.043712,0.000323,0.168370,0.000319,0.065939,0.000334,0.045043,0.000332,0.112075,0.001005,0.121234,0.000878,640
latency_optimized_switch,heldout_camera,3,0.681134,0.003109,0.687672,0.004560,0.600165,0.001068,0.123721,0.001041,0.111407,0.001175,0.043435,0.000323,0.168376,0.000319,0.065835,0.000348,0.045143,0.000326,0.111646,0.001007,0.120939,0.000878,640
latency_optimized_switch,heldout_camera,4,0.681138,0.003103,0.687357,0.004569,0.600086,0.001089,0.123975,0.001039,0.111364,0.001172,0.043552,0.000326,0.168471,0.000326,0.065975,0.000347,0.045192,0.000335,0.111892,0.001007,0.121144,0.000878,640
latency_optimized_switch,heldout_camera,5,0.680723,0.003047,0.687095,0.004528,0.599874,0.001060,0.123705,0.001067,0.111380,0.001205,0.043668,0.000327,0.168256,0.000337,0.065792,0.000347,0.045140,0.000325,0.111760,0.001028,0.121052,0.000898,640
latency_optimized_switch,heldout_camera,6,0.681951,0.003099,0.688228,0.004576,0.600014,0.001055,0.123831,0.001061,0.111346,0.001184,0.043711,0.000331,0.168290,0.000331,0.065903,0.000342,0.045185,0.000333,0.111939,0.001020,0.121150,0.000893,640
latency_optimized_switch,heldout_camera,7,0.681272,0.003096,0.687555,0.004573,0.599827,0.001077,0.123859,0.001055,0.111391,0.001183,0.043570,0.000319,0.168289,0.000328,0.065788,0.000342,0.045161,0.000322,0.111802,0.001017,0.121070,0.000887,640
latency_optimized_switch,heldout_camera,8,0.681331,0.003086,0.687703,0.004571,0.599890,0.001066,0.123755,0.001068,0.111425,0.001186,0.043486,0.000328,0.168340,0.000328,0.065913,0.000340,0.045211,0.000325,0.111740,0.001025,0.121002,0.000898,640
latency_optimized_switch,heldout_camera,9,0.681172,0.003092,0.687448,0.004554,0.599951,0.001061,0.123824,0.001049,0.111331,0.001187,0.043667,0.000322,0.168336,0.000326,0.065924,0.000338,0.045153,0.000321,0.111867,0.001009,0.121121,0.000888,640
latency_optimized_switch,heldout_object,0,0.697187,0.002952,0.712934,0.004398,0.604665,0.001069,0.116772,0.001050,0.107203,0.001190,0.042785,0.000323,0.166273,0.000322,0.063696,0.000341,0.043675,0.000333,0.105651,0.001012,0.115916,0.000886,640
latency_optimized_switch,heldout_object,1,0.696966,0.002971,0.712939,0.004420,0.605103,0.001067,0.116594,0.001068,0.107235,0.001187,0.042840,0.000322,0.166215,0.000325,0.063800,0.000337,0.043742,0.000329,0.105720,0.001021,0.115888,0.000890,640
latency_optimized_switch,heldout_object,2,0.696195,0.003008,0.711889,0.004461,0.604907,0.001069,0.116916,0.001056,0.107242,0.001193,0.042794,0.000320,0.166255,0.000325,0.063781,0.000347,0.043623,0.000332,0.105821,0.001013,0.116014,0.000888,640
latency_optimized_switch,heldout_object,3,0.696799,0.002953,0.712630,0.004415,0.604606,0.001064,0.116647,0.001061,0.107423,0.001194,0.042727,0.000329,0.166134,0.000331,0.063645,0.000342,0.043631,0.000329,0.105671,0.001027,0.115862,0.000894,640
latency_optimized_switch,heldout_object,4,0.697511,0.002878,0.713300,0.004329,0.604770,0.001074,0.116739,0.001051,0.107289,0.001186,0.042862,0.000327,0.166097,0.000316,0.063659,0.000343,0.043651,0.000327,0.105787,0.001008,0.115957,0.000889,640
latency_optimized_switch,heldout_object,5,0.697562,0.002916,0.713495,0.004361,0.604986,0.001073,0.116743,0.001051,0.107200,0.001181,0.042725,0.000311,0.166203,0.000328,0.063686,0.000343,0.043567,0.000323,0.105650,0.001005,0.115865,0.000880,640
latency_optimized_switch,heldout_object,6,0.696716,0.002919,0.712626,0.004375,0.604740,0.001077,0.116586,0.001054,0.107152,0.001184,0.042781,0.000325,0.166307,0.000333,0.063749,0.000342,0.043623,0.000331,0.105689,0.001008,0.115823,0.000886,640
latency_optimized_switch,heldout_object,7,0.697513,0.002901,0.713317,0.004332,0.604622,0.001061,0.116647,0.001043,0.107276,0.001181,0.042916,0.000324,0.166089,0.000323,0.063567,0.000343,0.043671,0.000326,0.105783,0.001011,0.115925,0.000881,640
latency_optimized_switch,heldout_object,8,0.697235,0.002905,0.713170,0.004350,0.604742,0.001067,0.116586,0.001050,0.107133,0.001188,0.042771,0.000317,0.166255,0.000315,0.063715,0.000345,0.043721,0.000323,0.105604,0.001013,0.115807,0.000883,640
latency_optimized_switch,heldout_object,9,0.697347,0.002890,0.713286,0.004344,0.604797,0.001091,0.116594,0.001057,0.107266,0.001186,0.042780,0.000316,0.166126,0.000319,0.063713,0.000341,0.043602,0.000337,0.105611,0.001006,0.115844,0.000884,640
learned_residual_servoing,clean_deployment,0,0.727528,0.002675,0.764599,0.004078,0.636154,0.001077,0.103330,0.001022,0.085483,0.001185,0.035703,0.000322,0.220959,0.000326,0.054341,0.000329,0.050389,0.000344,0.096192,0.001017,0.098893,0.000870,640
learned_residual_servoing,clean_deployment,1,0.726999,0.002694,0.764253,0.004062,0.636009,0.001068,0.103049,0.001007,0.085526,0.001184,0.035707,0.000313,0.220730,0.000330,0.054378,0.000336,0.050360,0.000334,0.096121,0.000998,0.098777,0.000857,640
learned_residual_servoing,clean_deployment,2,0.726889,0.002713,0.764045,0.004086,0.636061,0.001068,0.103182,0.001000,0.085614,0.001188,0.035611,0.000314,0.220910,0.000321,0.054376,0.000336,0.050473,0.000352,0.096017,0.001000,0.098804,0.000856,640
learned_residual_servoing,clean_deployment,3,0.727043,0.002695,0.764130,0.004069,0.636025,0.001073,0.103193,0.001004,0.085576,0.001185,0.035684,0.000312,0.220866,0.000320,0.054485,0.000335,0.050528,0.000342,0.096086,0.000998,0.098863,0.000854,640
learned_residual_servoing,clean_deployment,4,0.726935,0.002710,0.764069,0.004068,0.636139,0.001063,0.103183,0.001004,0.085547,0.001178,0.035694,0.000317,0.220884,0.000320,0.054492,0.000342,0.050494,0.000343,0.096104,0.001007,0.098859,0.000858,640
learned_residual_servoing,clean_deployment,5,0.727260,0.002711,0.764476,0.004099,0.635882,0.001073,0.102977,0.001021,0.085663,0.001191,0.035641,0.000320,0.220816,0.000317,0.054481,0.000339,0.050373,0.000347,0.096092,0.001013,0.098753,0.000870,640
learned_residual_servoing,clean_deployment,6,0.726493,0.002647,0.763643,0.004026,0.635865,0.001071,0.103067,0.001011,0.085566,0.001178,0.035608,0.000306,0.220939,0.000327,0.054505,0.000330,0.050522,0.000348,0.096086,0.000989,0.098760,0.000853,640
learned_residual_servoing,clean_deployment,7,0.727386,0.002742,0.764624,0.004106,0.635984,0.001076,0.103059,0.001004,0.085402,0.001181,0.035685,0.000306,0.220843,0.000318,0.054454,0.000339,0.050446,0.000340,0.096035,0.000999,0.098756,0.000852,640
learned_residual_servoing,clean_deployment,8,0.727108,0.002662,0.764274,0.004036,0.636081,0.001067,0.103128,0.001012,0.085556,0.001189,0.035691,0.000314,0.220913,0.000315,0.054422,0.000344,0.050459,0.000339,0.096024,0.000996,0.098821,0.000863,640
learned_residual_servoing,clean_deployment,9,0.727428,0.002728,0.764556,0.004098,0.635975,0.001066,0.103239,0.001017,0.085446,0.001183,0.035659,0.000313,0.220768,0.000312,0.054404,0.000338,0.050467,0.000339,0.096084,0.001009,0.098828,0.000863,640
learned_residual_servoing,combined_stress,0,0.669940,0.003239,0.670504,0.004699,0.616847,0.001068,0.130069,0.001013,0.101827,0.001170,0.038592,0.000330,0.229002,0.000334,0.063045,0.000348,0.056711,0.000347,0.120066,0.001019,0.118567,0.000873,640
learned_residual_servoing,combined_stress,1,0.669708,0.003235,0.670286,0.004681,0.617071,0.001064,0.130067,0.001002,0.101836,0.001188,0.038772,0.000316,0.228828,0.000327,0.063078,0.000341,0.056621,0.000335,0.120278,0.001003,0.118678,0.000856,640
learned_residual_servoing,combined_stress,2,0.669893,0.003260,0.670503,0.004720,0.616770,0.001071,0.129933,0.001009,0.101885,0.001184,0.038750,0.000334,0.228827,0.000335,0.062907,0.000342,0.056676,0.000345,0.120164,0.001015,0.118581,0.000870,640
learned_residual_servoing,combined_stress,3,0.669788,0.003204,0.670357,0.004659,0.616900,0.001068,0.129906,0.001003,0.101812,0.001178,0.038924,0.000332,0.228795,0.000326,0.063095,0.000344,0.056626,0.000350,0.120216,0.001017,0.118686,0.000868,640
learned_residual_servoing,combined_stress,4,0.670365,0.003244,0.671020,0.004695,0.616799,0.001052,0.129858,0.001002,0.101745,0.001178,0.038719,0.000319,0.228988,0.000321,0.063094,0.000341,0.056646,0.000348,0.120090,0.001007,0.118530,0.000863,640
learned_residual_servoing,combined_stress,5,0.671041,0.003220,0.671691,0.004684,0.617033,0.001086,0.129899,0.001002,0.101971,0.001180,0.038807,0.000336,0.228863,0.000334,0.062978,0.000344,0.056619,0.000336,0.120169,0.001015,0.118629,0.000871,640
learned_residual_servoing,combined_stress,6,0.670547,0.003271,0.670876,0.004728,0.616831,0.001069,0.130296,0.000998,0.102009,0.001181,0.038788,0.000325,0.228743,0.000329,0.062895,0.000341,0.056635,0.000346,0.120379,0.001005,0.118803,0.000861,640
learned_residual_servoing,combined_stress,7,0.670423,0.003224,0.671000,0.004690,0.616984,0.001064,0.129951,0.001014,0.101828,0.001195,0.038908,0.000333,0.228874,0.000333,0.063006,0.000340,0.056560,0.000338,0.120246,0.001023,0.118686,0.000874,640
learned_residual_servoing,combined_stress,8,0.670441,0.003242,0.670863,0.004694,0.616817,0.001070,0.130123,0.001012,0.101841,0.001182,0.038812,0.000322,0.228894,0.000331,0.063057,0.000341,0.056575,0.000335,0.120298,0.001011,0.118725,0.000864,640
learned_residual_servoing,combined_stress,9,0.669836,0.003307,0.670367,0.004764,0.616942,0.001084,0.130049,0.001012,0.101730,0.001189,0.038899,0.000318,0.228772,0.000335,0.063041,0.000334,0.056604,0.000340,0.120328,0.001003,0.118713,0.000861,640
learned_residual_servoing,heldout_camera,0,0.697767,0.002955,0.715423,0.004358,0.625913,0.001067,0.117522,0.001006,0.094098,0.001168,0.037351,0.000317,0.225049,0.000332,0.059121,0.000341,0.053648,0.000338,0.108951,0.000998,0.109418,0.000853,640
learned_residual_servoing,heldout_camera,1,0.697179,0.003018,0.714978,0.004438,0.625996,0.001077,0.117417,0.001011,0.094098,0.001182,0.037384,0.000324,0.225034,0.000321,0.058875,0.000345,0.053774,0.000346,0.108916,0.001005,0.109342,0.000868,640
learned_residual_servoing,heldout_camera,2,0.697446,0.002963,0.715352,0.004379,0.626129,0.001071,0.117387,0.001009,0.094204,0.001175,0.037196,0.000321,0.225084,0.000328,0.058982,0.000338,0.053655,0.000340,0.108813,0.001007,0.109261,0.000860,640
learned_residual_servoing,heldout_camera,3,0.696333,0.002958,0.714156,0.004374,0.625941,0.001060,0.117300,0.001014,0.094158,0.001177,0.037453,0.000324,0.225034,0.000328,0.058859,0.000349,0.053714,0.000340,0.108864,0.001012,0.109336,0.000866,640
learned_residual_servoing,heldout_camera,4,0.697010,0.002915,0.714764,0.004348,0.625858,0.001088,0.117348,0.001011,0.094202,0.001169,0.037313,0.000326,0.225261,0.000320,0.058968,0.000345,0.053614,0.000340,0.108806,0.001016,0.109307,0.000868,640
learned_residual_servoing,heldout_camera,5,0.697245,0.002942,0.715084,0.004372,0.625626,0.001081,0.117188,0.001022,0.094057,0.001176,0.037298,0.000317,0.225098,0.000334,0.059105,0.000337,0.053652,0.000341,0.108710,0.001013,0.109214,0.000866,640
learned_residual_servoing,heldout_camera,6,0.697964,0.002980,0.715566,0.004413,0.625926,0.001069,0.117543,0.001012,0.094289,0.001180,0.037325,0.000323,0.225205,0.000321,0.059003,0.000338,0.053647,0.000346,0.108918,0.001013,0.109433,0.000868,640
learned_residual_servoing,heldout_camera,7,0.696807,0.002941,0.714629,0.004357,0.625927,0.001064,0.117331,0.001008,0.094047,0.001182,0.037423,0.000319,0.224988,0.000315,0.058983,0.000339,0.053692,0.000342,0.108883,0.001002,0.109332,0.000863,640
learned_residual_servoing,heldout_camera,8,0.697093,0.003037,0.714953,0.004460,0.625867,0.001066,0.117272,0.001005,0.094258,0.001178,0.037287,0.000332,0.225112,0.000317,0.058867,0.000344,0.053700,0.000349,0.108708,0.001011,0.109250,0.000870,640
learned_residual_servoing,heldout_camera,9,0.697520,0.002974,0.715200,0.004391,0.625705,0.001059,0.117376,0.001000,0.094237,0.001184,0.037358,0.000324,0.225128,0.000328,0.058920,0.000333,0.053714,0.000339,0.108786,0.001012,0.109346,0.000865,640
learned_residual_servoing,heldout_object,0,0.712528,0.002826,0.739689,0.004216,0.630851,0.001069,0.110590,0.001003,0.089997,0.001194,0.036411,0.000317,0.223127,0.000314,0.056710,0.000331,0.052060,0.000339,0.102644,0.001000,0.104208,0.000859,640
learned_residual_servoing,heldout_object,1,0.712491,0.002844,0.739525,0.004264,0.630855,0.001086,0.110693,0.001023,0.089922,0.001179,0.036612,0.000314,0.222907,0.000325,0.056729,0.000352,0.052177,0.000348,0.102793,0.001013,0.104362,0.000869,640
