method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
latency_optimized_switch,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,0.706003,0.001486,0.704563,0.001590,0.587086,0.000538,0.131801,0.000430,0.093199,0.000378,0.046825,0.000310,0.169552,0.000305,0.067625,0.000287,0.048859,0.000225,0.114618,0.000355,0.123099,0.000281,160
latency_optimized_switch,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,0.626556,0.001489,0.587623,0.001563,0.568371,0.000527,0.159594,0.000406,0.109583,0.000336,0.050586,0.000327,0.177588,0.000324,0.076135,0.000317,0.055021,0.000227,0.138837,0.000334,0.143757,0.000276,160
latency_optimized_switch,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,0.665121,0.001372,0.644513,0.001478,0.578004,0.000565,0.146276,0.000458,0.101961,0.000350,0.048369,0.000295,0.173841,0.000352,0.072090,0.000308,0.051911,0.000233,0.127046,0.000346,0.133674,0.000283,160
latency_optimized_switch,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,0.685004,0.001341,0.673802,0.001408,0.582515,0.000542,0.139410,0.000434,0.097529,0.000366,0.047716,0.000295,0.171029,0.000298,0.069725,0.000314,0.050546,0.000225,0.120913,0.000331,0.128599,0.000292,160
latency_optimized_switch,visual_grasp_centering,depth_scale_error,clean_deployment,0.755638,0.001370,0.795268,0.001430,0.614439,0.000540,0.104245,0.000445,0.079989,0.000352,0.038804,0.000309,0.162921,0.000315,0.060613,0.000310,0.040523,0.000219,0.089448,0.000344,0.101052,0.000316,160
latency_optimized_switch,visual_grasp_centering,depth_scale_error,combined_stress,0.700027,0.001292,0.702890,0.001398,0.595455,0.000528,0.132018,0.000439,0.095768,0.000350,0.041677,0.000309,0.170378,0.000323,0.069037,0.000309,0.046124,0.000225,0.113042,0.000371,0.121037,0.000315,160
latency_optimized_switch,visual_grasp_centering,depth_scale_error,heldout_camera,0.726827,0.001377,0.746952,0.001482,0.604200,0.000501,0.118835,0.000446,0.088367,0.000362,0.040441,0.000316,0.167108,0.000319,0.064809,0.000321,0.043622,0.000212,0.101973,0.000360,0.111603,0.000328,160
latency_optimized_switch,visual_grasp_centering,depth_scale_error,heldout_object,0.741246,0.001369,0.770733,0.001406,0.609300,0.000483,0.111894,0.000472,0.084216,0.000355,0.039897,0.000295,0.164925,0.000322,0.062619,0.000324,0.042205,0.000221,0.096082,0.000343,0.106648,0.000315,160
latency_optimized_switch,visual_grasp_centering,fov_escape_risk,clean_deployment,0.727205,0.001408,0.742532,0.001438,0.598335,0.000542,0.121093,0.000455,0.087808,0.000347,0.042965,0.000298,0.166485,0.000319,0.064831,0.000319,0.045237,0.000234,0.104459,0.000366,0.114031,0.000309,160
latency_optimized_switch,visual_grasp_centering,fov_escape_risk,combined_stress,0.655336,0.001434,0.632982,0.001529,0.578530,0.000524,0.148715,0.000427,0.104368,0.000336,0.046511,0.000310,0.175041,0.000308,0.073008,0.000312,0.051105,0.000214,0.128406,0.000349,0.134462,0.000308,160
latency_optimized_switch,visual_grasp_centering,fov_escape_risk,heldout_camera,0.690164,0.001465,0.685360,0.001575,0.588119,0.000537,0.135991,0.000468,0.096528,0.000344,0.044912,0.000315,0.171103,0.000312,0.069253,0.000311,0.048466,0.000212,0.117080,0.000351,0.125026,0.000303,160
latency_optimized_switch,visual_grasp_centering,fov_escape_risk,heldout_object,0.708340,0.001418,0.713232,0.001562,0.593002,0.000540,0.128726,0.000467,0.092305,0.000349,0.044131,0.000314,0.169042,0.000308,0.066930,0.000328,0.046769,0.000239,0.110997,0.000374,0.119739,0.000324,160
latency_optimized_switch,visual_grasp_centering,jacobian_mismatch,clean_deployment,0.737801,0.001362,0.764248,0.001432,0.605224,0.000554,0.112935,0.000469,0.085364,0.000342,0.040348,0.000332,0.165478,0.000306,0.063343,0.000310,0.042948,0.000241,0.097448,0.000401,0.107792,0.000327,160
latency_optimized_switch,visual_grasp_centering,jacobian_mismatch,combined_stress,0.675704,0.001337,0.664705,0.001412,0.586251,0.000566,0.140722,0.000450,0.101717,0.000357,0.043708,0.000313,0.173610,0.000322,0.072195,0.000306,0.048859,0.000220,0.121847,0.000365,0.128270,0.000312,160
latency_optimized_switch,visual_grasp_centering,jacobian_mismatch,heldout_camera,0.705471,0.001444,0.712128,0.001494,0.595654,0.000543,0.127839,0.000447,0.094000,0.000352,0.042163,0.000325,0.169778,0.000298,0.067907,0.000325,0.046106,0.000226,0.110404,0.000393,0.118721,0.000333,160
latency_optimized_switch,visual_grasp_centering,jacobian_mismatch,heldout_object,0.721956,0.001256,0.738344,0.001302,0.600681,0.000516,0.120599,0.000450,0.089798,0.000345,0.041445,0.000313,0.167270,0.000321,0.065743,0.000315,0.044554,0.000221,0.104342,0.000314,0.113515,0.000296,160
latency_optimized_switch,visual_grasp_centering,lighting_shift,clean_deployment,0.771811,0.001483,0.821898,0.001566,0.621781,0.000536,0.098442,0.000459,0.074563,0.000332,0.037540,0.000327,0.159995,0.000336,0.057425,0.000302,0.038192,0.000234,0.082945,0.000383,0.095766,0.000332,160
latency_optimized_switch,visual_grasp_centering,lighting_shift,combined_stress,0.715868,0.001418,0.728072,0.001524,0.602006,0.000527,0.126705,0.000451,0.090445,0.000349,0.040881,0.000311,0.168029,0.000326,0.066212,0.000323,0.043938,0.000227,0.107254,0.000364,0.116346,0.000316,160
latency_optimized_switch,visual_grasp_centering,lighting_shift,heldout_camera,0.740771,0.001323,0.771111,0.001370,0.610856,0.000543,0.112896,0.000459,0.082726,0.000338,0.039226,0.000315,0.164282,0.000303,0.062161,0.000307,0.041209,0.000226,0.095543,0.000355,0.106330,0.000305,160
latency_optimized_switch,visual_grasp_centering,lighting_shift,heldout_object,0.757254,0.001335,0.796781,0.001403,0.615960,0.000533,0.106336,0.000443,0.078612,0.000377,0.038417,0.000303,0.161916,0.000319,0.060191,0.000319,0.039902,0.000223,0.089607,0.000350,0.101452,0.000321,160
latency_optimized_switch,visual_grasp_centering,nominal_view,clean_deployment,0.791235,0.001324,0.857290,0.001418,0.632508,0.000554,0.086824,0.000457,0.068769,0.000353,0.035983,0.000323,0.157387,0.000331,0.054773,0.000310,0.035975,0.000212,0.073429,0.000386,0.087534,0.000328,160
latency_optimized_switch,visual_grasp_centering,nominal_view,combined_stress,0.746172,0.001280,0.774825,0.001357,0.613420,0.000533,0.115021,0.000458,0.085545,0.000357,0.038767,0.000319,0.165162,0.000309,0.063101,0.000297,0.041768,0.000225,0.097525,0.000416,0.107873,0.000340,160
latency_optimized_switch,visual_grasp_centering,nominal_view,heldout_camera,0.767452,0.001434,0.813979,0.001495,0.622510,0.000551,0.101587,0.000455,0.077614,0.000352,0.037153,0.000307,0.161766,0.000303,0.059135,0.000310,0.039238,0.000223,0.085913,0.000383,0.098030,0.000324,160
latency_optimized_switch,visual_grasp_centering,nominal_view,heldout_object,0.779590,0.001476,0.835464,0.001470,0.627119,0.000549,0.094448,0.000428,0.073393,0.000355,0.036481,0.000295,0.159544,0.000302,0.057339,0.000323,0.037743,0.000227,0.079980,0.000355,0.092961,0.000293,160
latency_optimized_switch,visual_grasp_centering,occlusion_shift,clean_deployment,0.742770,0.001427,0.768304,0.001508,0.605532,0.000532,0.113308,0.000456,0.083018,0.000364,0.043812,0.000283,0.164136,0.000320,0.062403,0.000304,0.044446,0.000223,0.098383,0.000376,0.109296,0.000294,160
latency_optimized_switch,visual_grasp_centering,occlusion_shift,combined_stress,0.677255,0.001461,0.665801,0.001605,0.586840,0.000541,0.141268,0.000444,0.099601,0.000346,0.046308,0.000328,0.172298,0.000314,0.070871,0.000303,0.050081,0.000224,0.122111,0.000377,0.129336,0.000333,160
latency_optimized_switch,visual_grasp_centering,occlusion_shift,heldout_camera,0.708953,0.001459,0.714999,0.001496,0.596022,0.000515,0.128162,0.000468,0.091791,0.000354,0.045067,0.000283,0.168859,0.000301,0.066664,0.000325,0.047581,0.000222,0.110876,0.000332,0.119850,0.000288,160
latency_optimized_switch,visual_grasp_centering,occlusion_shift,heldout_object,0.725965,0.001295,0.741635,0.001449,0.601145,0.000514,0.120906,0.000417,0.087678,0.000369,0.044298,0.000328,0.166887,0.000317,0.064685,0.000316,0.046046,0.000216,0.104782,0.000378,0.114660,0.000323,160
learned_residual_servoing,cable_tip_alignment,camera_extrinsic_drift,clean_deployment,0.704555,0.001438,0.746161,0.001537,0.643375,0.000535,0.096444,0.000443,0.100833,0.000381,0.034684,0.000321,0.219894,0.000322,0.052688,0.000307,0.047991,0.000221,0.094710,0.000370,0.098077,0.000301,160
learned_residual_servoing,cable_tip_alignment,camera_extrinsic_drift,combined_stress,0.652845,0.001457,0.657969,0.001486,0.623657,0.000554,0.123127,0.000473,0.117538,0.000366,0.037481,0.000327,0.227499,0.000311,0.061029,0.000322,0.054285,0.000206,0.118308,0.000375,0.117684,0.000352,160
learned_residual_servoing,cable_tip_alignment,camera_extrinsic_drift,heldout_camera,0.676156,0.001450,0.698762,0.001594,0.633413,0.000554,0.110428,0.000434,0.109612,0.000391,0.036201,0.000304,0.223784,0.000317,0.057068,0.000328,0.051159,0.000207,0.106832,0.000357,0.108389,0.000322,160
learned_residual_servoing,cable_tip_alignment,camera_extrinsic_drift,heldout_object,0.690192,0.001422,0.721879,0.001485,0.637988,0.000520,0.103835,0.000436,0.104990,0.000366,0.035499,0.000327,0.221811,0.000323,0.054950,0.000314,0.049721,0.000228,0.100908,0.000335,0.103419,0.000302,160
learned_residual_servoing,cable_tip_alignment,compound_visual_geometry_shift,clean_deployment,0.649491,0.001332,0.645249,0.001380,0.611506,0.000522,0.125935,0.000442,0.116986,0.000344,0.043292,0.000327,0.227654,0.000307,0.061138,0.000312,0.058179,0.000208,0.122833,0.000366,0.122300,0.000321,160
learned_residual_servoing,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,0.576127,0.001379,0.535308,0.001480,0.593554,0.000531,0.152808,0.000488,0.133292,0.000370,0.046866,0.000304,0.235917,0.000298,0.070088,0.000310,0.064212,0.000224,0.147359,0.000386,0.142470,0.000333,160
learned_residual_servoing,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,0.611248,0.001355,0.587860,0.001446,0.602617,0.000528,0.140084,0.000423,0.125750,0.000366,0.045216,0.000325,0.232022,0.000325,0.065857,0.000316,0.061396,0.000216,0.135845,0.000385,0.132984,0.000321,160
learned_residual_servoing,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,0.631474,0.001324,0.617265,0.001474,0.607219,0.000524,0.133459,0.000439,0.121514,0.000381,0.044368,0.000312,0.229454,0.000339,0.063845,0.000314,0.059923,0.000208,0.129913,0.000360,0.128019,0.000307,160
learned_residual_servoing,cable_tip_alignment,depth_scale_error,clean_deployment,0.696275,0.001495,0.733033,0.001556,0.639462,0.000543,0.099003,0.000442,0.103175,0.000350,0.035507,0.000315,0.220728,0.000310,0.053911,0.000305,0.049336,0.000219,0.097486,0.000367,0.100518,0.000303,160
learned_residual_servoing,cable_tip_alignment,depth_scale_error,combined_stress,0.644449,0.001404,0.644822,0.001509,0.620142,0.000540,0.125807,0.000443,0.119361,0.000350,0.038281,0.000326,0.228709,0.000302,0.062481,0.000319,0.055219,0.000211,0.121353,0.000356,0.120096,0.000329,160
learned_residual_servoing,cable_tip_alignment,depth_scale_error,heldout_camera,0.668612,0.001313,0.686105,0.001437,0.629606,0.000515,0.113498,0.000442,0.111735,0.000346,0.036800,0.000312,0.225108,0.000293,0.058354,0.000301,0.052272,0.000215,0.110068,0.000360,0.110909,0.000295,160
learned_residual_servoing,cable_tip_alignment,depth_scale_error,heldout_object,0.683833,0.001413,0.710416,0.001537,0.634595,0.000545,0.106968,0.000442,0.107455,0.000348,0.036053,0.000335,0.223160,0.000303,0.056311,0.000286,0.050686,0.000219,0.104068,0.000372,0.106032,0.000318,160
learned_residual_servoing,cable_tip_alignment,fov_escape_risk,clean_deployment,0.670099,0.001332,0.682520,0.001417,0.622867,0.000536,0.115551,0.000453,0.111493,0.000368,0.039405,0.000308,0.224921,0.000322,0.057961,0.000317,0.054044,0.000220,0.112541,0.000376,0.113281,0.000306,160
learned_residual_servoing,cable_tip_alignment,fov_escape_risk,combined_stress,0.603779,0.001463,0.579561,0.001516,0.603642,0.000545,0.141950,0.000421,0.127792,0.000363,0.043126,0.000311,0.232709,0.000301,0.066788,0.000323,0.060569,0.000217,0.136546,0.000358,0.133285,0.000305,160
learned_residual_servoing,cable_tip_alignment,fov_escape_risk,heldout_camera,0.635124,0.001483,0.628004,0.001478,0.612716,0.000519,0.129825,0.000426,0.119824,0.000357,0.041472,0.000317,0.229032,0.000309,0.062604,0.000305,0.057095,0.000219,0.125369,0.000329,0.124000,0.000288,160
learned_residual_servoing,cable_tip_alignment,fov_escape_risk,heldout_object,0.653447,0.001445,0.655586,0.001545,0.617468,0.000515,0.122820,0.000427,0.116058,0.000369,0.040649,0.000317,0.226952,0.000299,0.060573,0.000329,0.055873,0.000213,0.119269,0.000347,0.118966,0.000314,160
learned_residual_servoing,cable_tip_alignment,jacobian_mismatch,clean_deployment,0.680305,0.001347,0.702790,0.001401,0.630212,0.000520,0.108258,0.000445,0.109398,0.000332,0.037340,0.000311,0.223894,0.000310,0.057247,0.000280,0.051827,0.000221,0.106477,0.000346,0.107993,0.000305,160
learned_residual_servoing,cable_tip_alignment,jacobian_mismatch,combined_stress,0.621565,0.001247,0.608320,0.001350,0.611218,0.000535,0.134566,0.000472,0.125481,0.000369,0.040042,0.000308,0.231546,0.000332,0.065539,0.000306,0.058091,0.000214,0.130293,0.000377,0.127219,0.000322,160
learned_residual_servoing,cable_tip_alignment,jacobian_mismatch,heldout_camera,0.648698,0.001430,0.652250,0.001557,0.619956,0.000551,0.122139,0.000428,0.118021,0.000371,0.038784,0.000325,0.227856,0.000306,0.061497,0.000319,0.055107,0.000230,0.118890,0.000375,0.118155,0.000337,160
learned_residual_servoing,cable_tip_alignment,jacobian_mismatch,heldout_object,0.663719,0.001479,0.676672,0.001524,0.625078,0.000544,0.115408,0.000421,0.113523,0.000359,0.037889,0.000316,0.225891,0.000314,0.059561,0.000305,0.053512,0.000223,0.112811,0.000338,0.113067,0.000296,160
learned_residual_servoing,cable_tip_alignment,lighting_shift,clean_deployment,0.714522,0.001360,0.762545,0.001498,0.646956,0.000532,0.092801,0.000441,0.096830,0.000338,0.033890,0.000317,0.218031,0.000314,0.050596,0.000299,0.046413,0.000233,0.089852,0.000360,0.094611,0.000297,160
learned_residual_servoing,cable_tip_alignment,lighting_shift,combined_stress,0.662928,0.001459,0.674079,0.001556,0.627593,0.000505,0.119844,0.000456,0.113446,0.000396,0.036973,0.000313,0.226220,0.000303,0.059039,0.000319,0.052363,0.000232,0.114248,0.000369,0.114555,0.000319,160
learned_residual_servoing,cable_tip_alignment,lighting_shift,heldout_camera,0.686295,0.001425,0.714720,0.001504,0.637073,0.000549,0.107571,0.000432,0.105366,0.000381,0.035600,0.000307,0.222002,0.000313,0.054930,0.000327,0.049655,0.000234,0.103078,0.000385,0.105350,0.000327,160
learned_residual_servoing,cable_tip_alignment,lighting_shift,heldout_object,0.700774,0.001386,0.738126,0.001389,0.641792,0.000558,0.100714,0.000443,0.101547,0.000366,0.035134,0.000312,0.219700,0.000309,0.053355,0.000313,0.048018,0.000218,0.097251,0.000346,0.100665,0.000298,160
learned_residual_servoing,cable_tip_alignment,nominal_view,clean_deployment,0.730871,0.001342,0.794148,0.001422,0.657897,0.000547,0.081971,0.000469,0.092043,0.000337,0.032326,0.000316,0.215329,0.000324,0.047743,0.000316,0.044052,0.000217,0.081099,0.000361,0.086939,0.000301,160
learned_residual_servoing,cable_tip_alignment,nominal_view,combined_stress,0.689432,0.001349,0.716342,0.001468,0.639445,0.000531,0.109014,0.000487,0.108232,0.000351,0.035198,0.000313,0.223066,0.000305,0.056616,0.000318,0.050357,0.000242,0.104929,0.000388,0.106744,0.000319,160
learned_residual_servoing,cable_tip_alignment,nominal_view,heldout_camera,0.709677,0.001346,0.753646,0.001369,0.648123,0.000518,0.096403,0.000448,0.100713,0.000360,0.033773,0.000322,0.219219,0.000331,0.052518,0.000299,0.047413,0.000221,0.093625,0.000349,0.097472,0.000305,160
learned_residual_servoing,cable_tip_alignment,nominal_view,heldout_object,0.721165,0.001344,0.774745,0.001420,0.653619,0.000538,0.089460,0.000433,0.096192,0.000365,0.033237,0.000306,0.217324,0.000313,0.050104,0.000322,0.045725,0.000221,0.087580,0.000359,0.092399,0.000312,160
learned_residual_servoing,cable_tip_alignment,occlusion_shift,clean_deployment,0.687472,0.001419,0.711040,0.001536,0.631182,0.000548,0.107695,0.000434,0.106280,0.000366,0.039764,0.000294,0.222222,0.000325,0.055394,0.000306,0.052748,0.000220,0.105783,0.000367,0.108109,0.000300,160
learned_residual_servoing,cable_tip_alignment,occlusion_shift,combined_stress,0.624674,0.001438,0.611352,0.001496,0.611951,0.000539,0.134631,0.000463,0.122553,0.000366,0.043269,0.000306,0.230474,0.000325,0.063791,0.000300,0.058972,0.000226,0.130121,0.000360,0.128163,0.000318,160
learned_residual_servoing,cable_tip_alignment,occlusion_shift,heldout_camera,0.655070,0.001415,0.659486,0.001515,0.621484,0.000515,0.121926,0.000436,0.114611,0.000360,0.041434,0.000312,0.226555,0.000303,0.059819,0.000314,0.055979,0.000230,0.118510,0.000374,0.118538,0.000334,160
learned_residual_servoing,cable_tip_alignment,occlusion_shift,heldout_object,0.670821,0.001340,0.684133,0.001479,0.625912,0.000549,0.115347,0.000451,0.110830,0.000354,0.040468,0.000299,0.224782,0.000319,0.057656,0.000310,0.054533,0.000226,0.112476,0.000355,0.113599,0.000312,160
learned_residual_servoing,drawer_handle_alignment,camera_extrinsic_drift,clean_deployment,0.727596,0.001462,0.775506,0.001528,0.643428,0.000529,0.095876,0.000438,0.082561,0.000376,0.033715,0.000297,0.218790,0.000315,0.052571,0.000314,0.048056,0.000230,0.089533,0.000349,0.093201,0.000306,160
learned_residual_servoing,drawer_handle_alignment,camera_extrinsic_drift,combined_stress,0.676510,0.001405,0.687492,0.001479,0.624527,0.000528,0.123111,0.000453,0.099049,0.000333,0.036857,0.000312,0.227096,0.000322,0.061206,0.000302,0.054110,0.000227,0.113869,0.000363,0.113278,0.000315,160
learned_residual_servoing,drawer_handle_alignment,camera_extrinsic_drift,heldout_camera,0.700387,0.001323,0.728756,0.001325,0.633763,0.000517,0.110391,0.000473,0.091207,0.000351,0.035453,0.000312,0.223427,0.000307,0.056985,0.000316,0.051425,0.000238,0.102423,0.000340,0.103873,0.000302,160
learned_residual_servoing,drawer_handle_alignment,camera_extrinsic_drift,heldout_object,0.715687,0.001323,0.753731,0.001434,0.638480,0.000551,0.103064,0.000456,0.087115,0.000348,0.034556,0.000300,0.221330,0.000319,0.054847,0.000312,0.049691,0.000240,0.096110,0.000371,0.098551,0.000331,160
learned_residual_servoing,drawer_handle_alignment,compound_visual_geometry_shift,clean_deployment,0.676678,0.001393,0.679429,0.001465,0.613273,0.000516,0.125495,0.000460,0.098621,0.000321,0.042150,0.000306,0.226884,0.000324,0.060473,0.000294,0.057893,0.000226,0.117642,0.000356,0.117266,0.000311,160
learned_residual_servoing,drawer_handle_alignment,compound_visual_geometry_shift,combined_stress,0.600909,0.001372,0.567118,0.001448,0.594199,0.000530,0.152030,0.000415,0.114663,0.000354,0.045593,0.000312,0.235102,0.000322,0.069369,0.000323,0.063895,0.000223,0.141850,0.000375,0.137131,0.000304,160
learned_residual_servoing,drawer_handle_alignment,compound_visual_geometry_shift,heldout_camera,0.636237,0.001385,0.619886,0.001416,0.602900,0.000551,0.139236,0.000427,0.106864,0.000341,0.043788,0.000317,0.231383,0.000310,0.065321,0.000302,0.060946,0.000232,0.130178,0.000335,0.127498,0.000294,160
learned_residual_servoing,drawer_handle_alignment,compound_visual_geometry_shift,heldout_object,0.655450,0.001396,0.648791,0.001486,0.607636,0.000533,0.132053,0.000431,0.102609,0.000322,0.042765,0.000327,0.229156,0.000313,0.063170,0.000320,0.059582,0.000227,0.123710,0.000340,0.122134,0.000300,160
learned_residual_servoing,drawer_handle_alignment,depth_scale_error,clean_deployment,0.721262,0.001541,0.764491,0.001671,0.640207,0.000506,0.098776,0.000458,0.084766,0.000361,0.034228,0.000309,0.220219,0.000325,0.053511,0.000300,0.048778,0.000216,0.092386,0.000352,0.095545,0.000337,160
learned_residual_servoing,drawer_handle_alignment,depth_scale_error,combined_stress,0.668806,0.001335,0.674970,0.001392,0.620774,0.000546,0.125786,0.000459,0.101561,0.000343,0.037485,0.000315,0.228290,0.000326,0.062218,0.000322,0.054964,0.000223,0.116984,0.000353,0.115661,0.000321,160
learned_residual_servoing,drawer_handle_alignment,depth_scale_error,heldout_camera,0.695048,0.001255,0.718921,0.001306,0.630200,0.000534,0.112982,0.000462,0.093339,0.000360,0.035894,0.000322,0.224541,0.000319,0.058140,0.000314,0.052112,0.000230,0.105185,0.000362,0.106049,0.000324,160
learned_residual_servoing,drawer_handle_alignment,depth_scale_error,heldout_object,0.708204,0.001303,0.741389,0.001355,0.634933,0.000555,0.106175,0.000468,0.089372,0.000361,0.034913,0.000312,0.222430,0.000311,0.055896,0.000309,0.050717,0.000215,0.098976,0.000402,0.100937,0.000338,160
learned_residual_servoing,drawer_handle_alignment,fov_escape_risk,clean_deployment,0.694968,0.001441,0.713943,0.001563,0.624073,0.000532,0.115165,0.000453,0.093058,0.000348,0.038442,0.000303,0.224319,0.000332,0.057710,0.000310,0.053794,0.000222,0.107396,0.000375,0.108436,0.000319,160
learned_residual_servoing,drawer_handle_alignment,fov_escape_risk,combined_stress,0.628768,0.001371,0.610791,0.001481,0.604322,0.000514,0.141777,0.000458,0.109330,0.000362,0.042041,0.000298,0.232328,0.000336,0.066586,0.000317,0.060197,0.000223,0.131856,0.000321,0.128475,0.000279,160
learned_residual_servoing,drawer_handle_alignment,fov_escape_risk,heldout_camera,0.660551,0.001470,0.659467,0.001579,0.613218,0.000514,0.129656,0.000441,0.101725,0.000369,0.040427,0.000304,0.228634,0.000299,0.062507,0.000301,0.056663,0.000222,0.120554,0.000357,0.119313,0.000308,160
learned_residual_servoing,drawer_handle_alignment,fov_escape_risk,heldout_object,0.676470,0.001451,0.684941,0.001611,0.618065,0.000537,0.122444,0.000450,0.097730,0.000358,0.039603,0.000314,0.226439,0.000313,0.060316,0.000311,0.055684,0.000227,0.114516,0.000378,0.114100,0.000306,160
learned_residual_servoing,drawer_handle_alignment,jacobian_mismatch,clean_deployment,0.703926,0.001373,0.733797,0.001473,0.630754,0.000522,0.107040,0.000447,0.090656,0.000351,0.035922,0.000292,0.222979,0.000295,0.056717,0.000314,0.051743,0.000226,0.100695,0.000349,0.102368,0.000315,160
learned_residual_servoing,drawer_handle_alignment,jacobian_mismatch,combined_stress,0.645860,0.001314,0.639105,0.001389,0.611688,0.000481,0.134067,0.000425,0.106679,0.000328,0.039058,0.000300,0.231073,0.000325,0.065218,0.000306,0.057874,0.000237,0.124802,0.000340,0.122214,0.000297,160
learned_residual_servoing,drawer_handle_alignment,jacobian_mismatch,heldout_camera,0.674871,0.001344,0.685157,0.001427,0.620673,0.000536,0.121626,0.000445,0.099316,0.000353,0.037614,0.000309,0.227255,0.000321,0.060985,0.000308,0.054732,0.000220,0.113590,0.000337,0.113024,0.000306,160
learned_residual_servoing,drawer_handle_alignment,jacobian_mismatch,heldout_object,0.689030,0.001394,0.708684,0.001445,0.625859,0.000524,0.114962,0.000458,0.095106,0.000369,0.036559,0.000328,0.225383,0.000306,0.058931,0.000322,0.053416,0.000213,0.107380,0.000387,0.107917,0.000327,160
learned_residual_servoing,drawer_handle_alignment,lighting_shift,clean_deployment,0.738822,0.001365,0.792240,0.001471,0.647170,0.000544,0.093273,0.000421,0.078960,0.000375,0.032814,0.000312,0.217423,0.000323,0.050664,0.000328,0.046373,0.000240,0.085804,0.000360,0.090294,0.000294,160
learned_residual_servoing,drawer_handle_alignment,lighting_shift,combined_stress,0.685210,0.001333,0.701813,0.001430,0.627979,0.000574,0.120253,0.000484,0.095395,0.000366,0.036103,0.000317,0.225324,0.000318,0.059229,0.000311,0.052642,0.000233,0.110070,0.000416,0.110309,0.000344,160
learned_residual_servoing,drawer_handle_alignment,lighting_shift,heldout_camera,0.710178,0.001446,0.744601,0.001489,0.637283,0.000544,0.107068,0.000442,0.087632,0.000341,0.034374,0.000317,0.221836,0.000330,0.055287,0.000324,0.049597,0.000217,0.098240,0.000367,0.100560,0.000318,160
learned_residual_servoing,drawer_handle_alignment,lighting_shift,heldout_object,0.723868,0.001415,0.767164,0.001510,0.642346,0.000545,0.100841,0.000406,0.083300,0.000353,0.033889,0.000314,0.219718,0.000304,0.052926,0.000311,0.048111,0.000240,0.092349,0.000334,0.095912,0.000278,160
learned_residual_servoing,drawer_handle_alignment,nominal_view,clean_deployment,0.755024,0.001410,0.824067,0.001510,0.658390,0.000519,0.081950,0.000445,0.073891,0.000378,0.031362,0.000321,0.215111,0.000318,0.047962,0.000301,0.043928,0.000223,0.076534,0.000385,0.082415,0.000349,160
learned_residual_servoing,drawer_handle_alignment,nominal_view,combined_stress,0.714991,0.001331,0.748241,0.001440,0.639989,0.000521,0.108687,0.000448,0.089993,0.000364,0.033811,0.000327,0.222835,0.000292,0.056467,0.000303,0.050315,0.000220,0.100095,0.000373,0.101743,0.000322,160
learned_residual_servoing,drawer_handle_alignment,nominal_view,heldout_camera,0.734341,0.001352,0.784363,0.001413,0.648386,0.000540,0.096048,0.000418,0.082705,0.000360,0.032663,0.000302,0.219067,0.000309,0.052336,0.000310,0.047306,0.000218,0.089003,0.000359,0.092663,0.000293,160
learned_residual_servoing,drawer_handle_alignment,nominal_view,heldout_object,0.743094,0.001349,0.802057,0.001475,0.652965,0.000540,0.089436,0.000443,0.078229,0.000378,0.032062,0.000300,0.217385,0.000308,0.050282,0.000300,0.045681,0.000231,0.083029,0.000330,0.087787,0.000297,160
learned_residual_servoing,drawer_handle_alignment,occlusion_shift,clean_deployment,0.710545,0.001304,0.740478,0.001395,0.631713,0.000503,0.107391,0.000458,0.087843,0.000352,0.038383,0.000311,0.221664,0.000308,0.055528,0.000311,0.052748,0.000217,0.100903,0.000341,0.103131,0.000306,160
learned_residual_servoing,drawer_handle_alignment,occlusion_shift,combined_stress,0.649720,0.001376,0.642720,0.001478,0.612757,0.000581,0.134526,0.000445,0.104137,0.000346,0.041942,0.000299,0.229945,0.000303,0.063741,0.000315,0.058893,0.000218,0.125271,0.000363,0.123282,0.000293,160
learned_residual_servoing,drawer_handle_alignment,occlusion_shift,heldout_camera,0.679893,0.001368,0.689867,0.001497,0.621531,0.000530,0.121904,0.000456,0.096522,0.000337,0.040659,0.000337,0.226240,0.000294,0.059858,0.000329,0.055914,0.000227,0.113958,0.000394,0.114105,0.000336,160
learned_residual_servoing,drawer_handle_alignment,occlusion_shift,heldout_object,0.695497,0.001258,0.715264,0.001398,0.626931,0.000569,0.114856,0.000439,0.092393,0.000367,0.039618,0.000313,0.224059,0.000310,0.057708,0.000303,0.054382,0.000223,0.107698,0.000357,0.108823,0.000320,160
learned_residual_servoing,eye_in_hand_peg_insert,camera_extrinsic_drift,clean_deployment,0.736767,0.001359,0.783365,0.001434,0.643119,0.000532,0.095946,0.000476,0.086583,0.000345,0.033508,0.000317,0.219473,0.000314,0.052576,0.000312,0.048033,0.000223,0.090284,0.000363,0.094001,0.000329,160
