method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
cbf_safety_shield,cable_tip_alignment,depth_scale_error,heldout_camera,0.584243,0.001368,0.546564,0.001497,0.570176,0.000532,0.130202,0.000448,0.136650,0.000386,0.049005,0.000308,0.257168,0.000311,0.066793,0.000321,0.066335,0.000221,0.134311,0.000376,0.133006,0.000316,160
cbf_safety_shield,cable_tip_alignment,depth_scale_error,heldout_object,0.599660,0.001456,0.571391,0.001547,0.574770,0.000549,0.122959,0.000445,0.132572,0.000375,0.048444,0.000328,0.254948,0.000301,0.064668,0.000316,0.064668,0.000228,0.128035,0.000374,0.127924,0.000329,160
cbf_safety_shield,cable_tip_alignment,fov_escape_risk,clean_deployment,0.582479,0.001341,0.538951,0.001410,0.562978,0.000544,0.132552,0.000452,0.136532,0.000358,0.052234,0.000310,0.256962,0.000322,0.066613,0.000297,0.068031,0.000205,0.137183,0.000371,0.135948,0.000321,160
cbf_safety_shield,cable_tip_alignment,fov_escape_risk,combined_stress,0.508395,0.001523,0.426391,0.001547,0.543844,0.000515,0.161856,0.000432,0.152915,0.000382,0.055528,0.000321,0.264712,0.000315,0.075217,0.000314,0.074216,0.000224,0.162340,0.000358,0.157077,0.000312,160
cbf_safety_shield,cable_tip_alignment,fov_escape_risk,heldout_camera,0.544546,0.001407,0.480854,0.001496,0.553101,0.000561,0.148064,0.000449,0.145183,0.000353,0.053793,0.000320,0.261052,0.000324,0.071122,0.000304,0.071253,0.000220,0.150578,0.000366,0.147013,0.000311,160
cbf_safety_shield,cable_tip_alignment,fov_escape_risk,heldout_object,0.564317,0.001435,0.510737,0.001523,0.557526,0.000515,0.140155,0.000434,0.140990,0.000374,0.052710,0.000308,0.259255,0.000320,0.068794,0.000318,0.069597,0.000224,0.143345,0.000351,0.141247,0.000319,160
cbf_safety_shield,cable_tip_alignment,jacobian_mismatch,clean_deployment,0.593776,0.001477,0.561409,0.001638,0.570110,0.000508,0.124625,0.000442,0.134429,0.000359,0.049218,0.000326,0.255966,0.000318,0.065041,0.000330,0.065757,0.000210,0.130171,0.000368,0.129648,0.000327,160
cbf_safety_shield,cable_tip_alignment,jacobian_mismatch,combined_stress,0.529494,0.001264,0.458690,0.001399,0.551581,0.000556,0.153940,0.000441,0.150406,0.000364,0.052780,0.000324,0.263957,0.000328,0.073974,0.000327,0.072038,0.000232,0.155805,0.000372,0.150908,0.000328,160
cbf_safety_shield,cable_tip_alignment,jacobian_mismatch,heldout_camera,0.561642,0.001435,0.509189,0.001551,0.560767,0.000521,0.140123,0.000438,0.143098,0.000361,0.050880,0.000309,0.260136,0.000307,0.069685,0.000314,0.069113,0.000213,0.143708,0.000311,0.140794,0.000296,160
cbf_safety_shield,cable_tip_alignment,jacobian_mismatch,heldout_object,0.576981,0.001431,0.534103,0.001457,0.565208,0.000534,0.132768,0.000456,0.138980,0.000336,0.050052,0.000311,0.257930,0.000300,0.067560,0.000306,0.067648,0.000207,0.137439,0.000357,0.135495,0.000306,160
cbf_safety_shield,cable_tip_alignment,lighting_shift,clean_deployment,0.633212,0.001466,0.627712,0.001545,0.587355,0.000537,0.107453,0.000467,0.121854,0.000359,0.046009,0.000313,0.249704,0.000312,0.058669,0.000306,0.060325,0.000214,0.113028,0.000371,0.115631,0.000327,160
cbf_safety_shield,cable_tip_alignment,lighting_shift,combined_stress,0.575436,0.001338,0.531241,0.001361,0.568319,0.000527,0.137101,0.000451,0.138380,0.000376,0.048984,0.000305,0.257808,0.000313,0.067485,0.000308,0.066548,0.000224,0.138491,0.000341,0.136810,0.000304,160
cbf_safety_shield,cable_tip_alignment,lighting_shift,heldout_camera,0.602031,0.001316,0.576160,0.001435,0.577427,0.000543,0.122923,0.000432,0.130455,0.000335,0.047918,0.000316,0.254076,0.000316,0.063159,0.000313,0.063577,0.000230,0.126491,0.000362,0.126864,0.000310,160
cbf_safety_shield,cable_tip_alignment,lighting_shift,heldout_object,0.617698,0.001336,0.601533,0.001469,0.582002,0.000558,0.115539,0.000467,0.126420,0.000347,0.046797,0.000313,0.252101,0.000304,0.061134,0.000328,0.062039,0.000220,0.119784,0.000357,0.121417,0.000319,160
cbf_safety_shield,cable_tip_alignment,nominal_view,clean_deployment,0.652365,0.001404,0.662627,0.001489,0.597935,0.000561,0.095489,0.000468,0.117145,0.000362,0.044439,0.000311,0.247245,0.000344,0.056434,0.000322,0.057863,0.000216,0.103469,0.000392,0.107539,0.000343,160
cbf_safety_shield,cable_tip_alignment,nominal_view,combined_stress,0.606759,0.001410,0.578908,0.001526,0.579195,0.000547,0.125065,0.000429,0.133028,0.000356,0.047270,0.000319,0.255014,0.000299,0.064755,0.000309,0.064278,0.000225,0.128710,0.000346,0.128370,0.000311,160
cbf_safety_shield,cable_tip_alignment,nominal_view,heldout_camera,0.628730,0.001360,0.619338,0.001472,0.588883,0.000569,0.111115,0.000464,0.125768,0.000349,0.045564,0.000320,0.251385,0.000336,0.060516,0.000322,0.061294,0.000222,0.116441,0.000374,0.118324,0.000326,160
cbf_safety_shield,cable_tip_alignment,nominal_view,heldout_object,0.641224,0.001368,0.641737,0.001417,0.593808,0.000533,0.103260,0.000438,0.121206,0.000376,0.045174,0.000330,0.249595,0.000312,0.058519,0.000303,0.059629,0.000221,0.110103,0.000352,0.112964,0.000298,160
cbf_safety_shield,cable_tip_alignment,occlusion_shift,clean_deployment,0.602412,0.001268,0.571355,0.001405,0.571910,0.000536,0.123697,0.000440,0.131441,0.000394,0.051890,0.000323,0.254325,0.000313,0.063801,0.000324,0.066790,0.000233,0.129634,0.000368,0.129872,0.000302,160
cbf_safety_shield,cable_tip_alignment,occlusion_shift,combined_stress,0.531604,0.001459,0.461619,0.001518,0.552973,0.000512,0.153326,0.000440,0.147487,0.000344,0.055690,0.000308,0.262615,0.000315,0.072368,0.000306,0.073133,0.000232,0.155301,0.000348,0.151370,0.000302,160
cbf_safety_shield,cable_tip_alignment,occlusion_shift,heldout_camera,0.565386,0.001496,0.513656,0.001550,0.561670,0.000554,0.139541,0.000433,0.139924,0.000373,0.053768,0.000320,0.258574,0.000302,0.068258,0.000311,0.070036,0.000219,0.143287,0.000373,0.141235,0.000333,160
cbf_safety_shield,cable_tip_alignment,occlusion_shift,heldout_object,0.584292,0.001340,0.542650,0.001402,0.566760,0.000550,0.131953,0.000439,0.135434,0.000374,0.052919,0.000312,0.256488,0.000307,0.065996,0.000310,0.068656,0.000227,0.136720,0.000355,0.135705,0.000306,160
cbf_safety_shield,drawer_handle_alignment,camera_extrinsic_drift,clean_deployment,0.643576,0.001381,0.637590,0.001418,0.583176,0.000516,0.110340,0.000442,0.107813,0.000346,0.045840,0.000292,0.251115,0.000328,0.061049,0.000300,0.061910,0.000219,0.112605,0.000337,0.114258,0.000289,160
cbf_safety_shield,drawer_handle_alignment,camera_extrinsic_drift,combined_stress,0.587468,0.001333,0.542222,0.001492,0.564022,0.000530,0.140841,0.000440,0.123850,0.000358,0.049043,0.000301,0.259203,0.000311,0.069467,0.000329,0.068303,0.000217,0.138197,0.000326,0.135800,0.000276,160
cbf_safety_shield,drawer_handle_alignment,camera_extrinsic_drift,heldout_camera,0.613183,0.001368,0.586796,0.001448,0.573635,0.000528,0.126530,0.000448,0.116306,0.000349,0.047286,0.000338,0.255294,0.000304,0.065237,0.000332,0.065333,0.000230,0.126083,0.000396,0.125490,0.000339,160
cbf_safety_shield,drawer_handle_alignment,camera_extrinsic_drift,heldout_object,0.630556,0.001417,0.613264,0.001379,0.578443,0.000533,0.119770,0.000460,0.112026,0.000373,0.046889,0.000333,0.253148,0.000305,0.063045,0.000297,0.063706,0.000226,0.120225,0.000381,0.120679,0.000335,160
cbf_safety_shield,drawer_handle_alignment,compound_visual_geometry_shift,clean_deployment,0.583407,0.001357,0.530125,0.001452,0.553099,0.000534,0.143099,0.000440,0.123234,0.000356,0.054324,0.000321,0.258644,0.000312,0.069315,0.000306,0.072055,0.000220,0.142270,0.000358,0.139784,0.000324,160
cbf_safety_shield,drawer_handle_alignment,compound_visual_geometry_shift,combined_stress,0.498993,0.001416,0.406468,0.001491,0.533824,0.000565,0.172750,0.000441,0.139752,0.000346,0.058194,0.000322,0.267303,0.000326,0.077768,0.000316,0.077902,0.000239,0.168219,0.000374,0.161416,0.000325,160
cbf_safety_shield,drawer_handle_alignment,compound_visual_geometry_shift,heldout_camera,0.540500,0.001359,0.466227,0.001365,0.543097,0.000562,0.158913,0.000433,0.132646,0.000378,0.056369,0.000313,0.263416,0.000306,0.073750,0.000321,0.074919,0.000217,0.155989,0.000362,0.151429,0.000293,160
cbf_safety_shield,drawer_handle_alignment,compound_visual_geometry_shift,heldout_object,0.561440,0.001337,0.497051,0.001438,0.547624,0.000513,0.151238,0.000423,0.128141,0.000375,0.055545,0.000312,0.261310,0.000317,0.071847,0.000321,0.073269,0.000221,0.149519,0.000339,0.145934,0.000273,160
cbf_safety_shield,drawer_handle_alignment,depth_scale_error,clean_deployment,0.636496,0.001471,0.625702,0.001527,0.580388,0.000536,0.113952,0.000412,0.109396,0.000333,0.046363,0.000316,0.252148,0.000319,0.061889,0.000309,0.062984,0.000227,0.115645,0.000350,0.116795,0.000278,160
cbf_safety_shield,drawer_handle_alignment,depth_scale_error,combined_stress,0.578720,0.001412,0.528940,0.001488,0.561616,0.000542,0.143969,0.000437,0.125847,0.000357,0.049592,0.000316,0.260512,0.000316,0.070489,0.000311,0.069130,0.000218,0.141253,0.000350,0.138243,0.000319,160
cbf_safety_shield,drawer_handle_alignment,depth_scale_error,heldout_camera,0.605189,0.001253,0.573539,0.001353,0.570200,0.000542,0.130026,0.000444,0.118650,0.000352,0.047751,0.000319,0.256675,0.000329,0.066428,0.000322,0.066147,0.000226,0.129304,0.000360,0.128168,0.000315,160
cbf_safety_shield,drawer_handle_alignment,depth_scale_error,heldout_object,0.621978,0.001382,0.600152,0.001563,0.574941,0.000563,0.122579,0.000449,0.114173,0.000371,0.046955,0.000315,0.254624,0.000338,0.064218,0.000314,0.064588,0.000223,0.122899,0.000359,0.122749,0.000322,160
cbf_safety_shield,drawer_handle_alignment,fov_escape_risk,clean_deployment,0.607137,0.001359,0.570252,0.001495,0.563622,0.000553,0.132086,0.000446,0.118023,0.000353,0.050834,0.000321,0.256423,0.000296,0.066382,0.000304,0.067955,0.000229,0.131948,0.000379,0.130799,0.000324,160
cbf_safety_shield,drawer_handle_alignment,fov_escape_risk,combined_stress,0.529879,0.001409,0.453881,0.001497,0.544764,0.000528,0.161995,0.000450,0.134390,0.000375,0.054537,0.000316,0.264567,0.000334,0.074971,0.000323,0.074119,0.000227,0.157639,0.000354,0.152449,0.000318,160
cbf_safety_shield,drawer_handle_alignment,fov_escape_risk,heldout_camera,0.566056,0.001314,0.508493,0.001491,0.553677,0.000502,0.147865,0.000477,0.126699,0.000352,0.052853,0.000306,0.260662,0.000311,0.070924,0.000329,0.071330,0.000220,0.145560,0.000349,0.142270,0.000307,160
cbf_safety_shield,drawer_handle_alignment,fov_escape_risk,heldout_object,0.586537,0.001339,0.539247,0.001435,0.558696,0.000555,0.140168,0.000470,0.122694,0.000351,0.051653,0.000309,0.258440,0.000301,0.068567,0.000321,0.069418,0.000220,0.138753,0.000384,0.136574,0.000329,160
cbf_safety_shield,drawer_handle_alignment,jacobian_mismatch,clean_deployment,0.618039,0.001382,0.592772,0.001472,0.571020,0.000550,0.123651,0.000442,0.115444,0.000339,0.048106,0.000304,0.255057,0.000317,0.065077,0.000300,0.065707,0.000226,0.124816,0.000363,0.124365,0.000314,160
cbf_safety_shield,drawer_handle_alignment,jacobian_mismatch,combined_stress,0.551993,0.001447,0.487976,0.001552,0.551876,0.000555,0.153378,0.000442,0.131852,0.000356,0.051295,0.000313,0.263202,0.000310,0.073373,0.000309,0.071895,0.000210,0.150400,0.000383,0.145587,0.000313,160
cbf_safety_shield,drawer_handle_alignment,jacobian_mismatch,heldout_camera,0.584137,0.001316,0.538323,0.001382,0.561198,0.000537,0.139379,0.000459,0.124229,0.000362,0.049919,0.000329,0.259548,0.000321,0.069541,0.000293,0.068985,0.000223,0.138350,0.000356,0.135703,0.000303,160
cbf_safety_shield,drawer_handle_alignment,jacobian_mismatch,heldout_object,0.600707,0.001431,0.565137,0.001514,0.566167,0.000516,0.131778,0.000462,0.119881,0.000366,0.048793,0.000323,0.257311,0.000325,0.067108,0.000297,0.067394,0.000228,0.131707,0.000378,0.130007,0.000310,160
cbf_safety_shield,drawer_handle_alignment,lighting_shift,clean_deployment,0.653516,0.001427,0.653525,0.001488,0.587416,0.000533,0.107525,0.000441,0.103676,0.000339,0.045108,0.000316,0.249790,0.000311,0.058694,0.000324,0.060241,0.000228,0.108307,0.000376,0.111148,0.000324,160
cbf_safety_shield,drawer_handle_alignment,lighting_shift,combined_stress,0.594947,0.001473,0.556571,0.001579,0.568781,0.000504,0.136894,0.000448,0.120186,0.000334,0.048274,0.000328,0.257404,0.000312,0.067641,0.000317,0.066510,0.000220,0.133848,0.000367,0.132324,0.000321,160
cbf_safety_shield,drawer_handle_alignment,lighting_shift,heldout_camera,0.623107,0.001274,0.603082,0.001350,0.577509,0.000568,0.122883,0.000415,0.112639,0.000342,0.046498,0.000312,0.253215,0.000311,0.063599,0.000318,0.063671,0.000217,0.121760,0.000323,0.122181,0.000295,160
cbf_safety_shield,drawer_handle_alignment,lighting_shift,heldout_object,0.638860,0.001358,0.628607,0.001497,0.581483,0.000558,0.115163,0.000431,0.108294,0.000353,0.045579,0.000309,0.251595,0.000330,0.061132,0.000315,0.062047,0.000235,0.114937,0.000365,0.116542,0.000304,160
cbf_safety_shield,drawer_handle_alignment,nominal_view,clean_deployment,0.674386,0.001423,0.690454,0.001474,0.598465,0.000511,0.095630,0.000460,0.099029,0.000366,0.043343,0.000326,0.247075,0.000298,0.056159,0.000311,0.058077,0.000240,0.098910,0.000417,0.102936,0.000330,160
cbf_safety_shield,drawer_handle_alignment,nominal_view,combined_stress,0.629211,0.001424,0.607017,0.001463,0.579703,0.000574,0.124977,0.000469,0.115122,0.000359,0.046414,0.000326,0.254747,0.000325,0.065156,0.000299,0.064227,0.000229,0.124178,0.000374,0.123964,0.000321,160
cbf_safety_shield,drawer_handle_alignment,nominal_view,heldout_camera,0.649453,0.001422,0.645406,0.001484,0.588312,0.000561,0.111052,0.000447,0.107373,0.000366,0.044955,0.000322,0.250984,0.000326,0.060738,0.000311,0.061341,0.000223,0.112387,0.000388,0.113934,0.000315,160
cbf_safety_shield,drawer_handle_alignment,nominal_view,heldout_object,0.662603,0.001414,0.668605,0.001552,0.593329,0.000585,0.103479,0.000475,0.103254,0.000340,0.043903,0.000346,0.249321,0.000313,0.058279,0.000326,0.059383,0.000222,0.105424,0.000385,0.108340,0.000330,160
cbf_safety_shield,drawer_handle_alignment,occlusion_shift,clean_deployment,0.625135,0.001395,0.599850,0.001481,0.571788,0.000573,0.123472,0.000457,0.112987,0.000350,0.051205,0.000319,0.253720,0.000307,0.063752,0.000329,0.066928,0.000223,0.125116,0.000388,0.125298,0.000332,160
cbf_safety_shield,drawer_handle_alignment,occlusion_shift,combined_stress,0.553457,0.001402,0.488986,0.001497,0.552700,0.000535,0.153531,0.000447,0.129626,0.000368,0.054481,0.000302,0.262127,0.000323,0.072287,0.000312,0.072939,0.000224,0.150803,0.000357,0.146823,0.000316,160
cbf_safety_shield,drawer_handle_alignment,occlusion_shift,heldout_camera,0.587184,0.001384,0.541673,0.001477,0.561573,0.000539,0.138802,0.000453,0.121736,0.000352,0.052693,0.000327,0.258051,0.000296,0.068460,0.000325,0.070093,0.000229,0.138282,0.000354,0.136292,0.000327,160
cbf_safety_shield,drawer_handle_alignment,occlusion_shift,heldout_object,0.605918,0.001361,0.570421,0.001424,0.566953,0.000519,0.131441,0.000469,0.117374,0.000342,0.051757,0.000319,0.256086,0.000301,0.066211,0.000311,0.068469,0.000236,0.131623,0.000341,0.130851,0.000309,160
cbf_safety_shield,eye_in_hand_peg_insert,camera_extrinsic_drift,clean_deployment,0.654070,0.001409,0.646415,0.001493,0.583089,0.000511,0.111039,0.000455,0.111728,0.000351,0.045947,0.000320,0.251196,0.000332,0.060882,0.000324,0.061809,0.000216,0.113708,0.000376,0.115487,0.000317,160
cbf_safety_shield,eye_in_hand_peg_insert,camera_extrinsic_drift,combined_stress,0.595714,0.001538,0.549627,0.001622,0.564610,0.000552,0.140763,0.000461,0.128025,0.000344,0.048948,0.000306,0.259153,0.000307,0.069483,0.000295,0.068054,0.000224,0.139200,0.000367,0.136629,0.000316,160
cbf_safety_shield,eye_in_hand_peg_insert,camera_extrinsic_drift,heldout_camera,0.622920,0.001360,0.594660,0.001472,0.573242,0.000506,0.126918,0.000432,0.120567,0.000349,0.047554,0.000308,0.255482,0.000306,0.065536,0.000326,0.065520,0.000234,0.127531,0.000352,0.126823,0.000301,160
cbf_safety_shield,eye_in_hand_peg_insert,camera_extrinsic_drift,heldout_object,0.639558,0.001271,0.622081,0.001400,0.578523,0.000533,0.118767,0.000416,0.116061,0.000369,0.046478,0.000316,0.253062,0.000296,0.063286,0.000309,0.063683,0.000232,0.120423,0.000379,0.120890,0.000318,160
cbf_safety_shield,eye_in_hand_peg_insert,compound_visual_geometry_shift,clean_deployment,0.593146,0.001369,0.538526,0.001437,0.553027,0.000535,0.143176,0.000429,0.127497,0.000340,0.054402,0.000330,0.259122,0.000312,0.069112,0.000311,0.071651,0.000219,0.143201,0.000361,0.140767,0.000325,160
cbf_safety_shield,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,0.507859,0.001306,0.413547,0.001414,0.533694,0.000480,0.172995,0.000434,0.144251,0.000353,0.058512,0.000312,0.267637,0.000295,0.078065,0.000316,0.077870,0.000221,0.169503,0.000346,0.162762,0.000313,160
cbf_safety_shield,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,0.547857,0.001326,0.471872,0.001408,0.542413,0.000542,0.159172,0.000471,0.136523,0.000356,0.056524,0.000320,0.263433,0.000305,0.074157,0.000311,0.075241,0.000231,0.157487,0.000351,0.152570,0.000317,160
cbf_safety_shield,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_object,0.570863,0.001202,0.505571,0.001274,0.547592,0.000536,0.151090,0.000439,0.132316,0.000343,0.055290,0.000317,0.261174,0.000322,0.071721,0.000311,0.073654,0.000226,0.150324,0.000346,0.146611,0.000313,160
cbf_safety_shield,eye_in_hand_peg_insert,depth_scale_error,clean_deployment,0.646367,0.001380,0.633615,0.001416,0.579915,0.000507,0.114804,0.000432,0.113984,0.000364,0.046094,0.000302,0.252135,0.000318,0.061963,0.000315,0.063086,0.000221,0.116980,0.000366,0.118070,0.000308,160
cbf_safety_shield,eye_in_hand_peg_insert,depth_scale_error,combined_stress,0.586565,0.001341,0.535459,0.001425,0.560982,0.000556,0.143948,0.000464,0.130217,0.000347,0.049380,0.000323,0.260381,0.000319,0.070615,0.000321,0.069281,0.000226,0.142314,0.000338,0.139094,0.000305,160
cbf_safety_shield,eye_in_hand_peg_insert,depth_scale_error,heldout_camera,0.617084,0.001358,0.584400,0.001492,0.570080,0.000519,0.129750,0.000472,0.122500,0.000366,0.048010,0.000332,0.256396,0.000305,0.066565,0.000331,0.066267,0.000233,0.130305,0.000371,0.129057,0.000334,160
cbf_safety_shield,eye_in_hand_peg_insert,depth_scale_error,heldout_object,0.629963,0.001329,0.607432,0.001381,0.575346,0.000517,0.121990,0.000422,0.118563,0.000359,0.047171,0.000321,0.254334,0.000327,0.064190,0.000304,0.064621,0.000218,0.123577,0.000375,0.123552,0.000320,160
cbf_safety_shield,eye_in_hand_peg_insert,fov_escape_risk,clean_deployment,0.614617,0.001352,0.576536,0.001447,0.563959,0.000532,0.132009,0.000428,0.122404,0.000363,0.051121,0.000319,0.256336,0.000312,0.066384,0.000301,0.068078,0.000222,0.132793,0.000358,0.131892,0.000320,160
cbf_safety_shield,eye_in_hand_peg_insert,fov_escape_risk,combined_stress,0.539835,0.001348,0.462888,0.001435,0.544657,0.000541,0.161890,0.000460,0.138745,0.000359,0.054190,0.000303,0.264479,0.000325,0.074840,0.000329,0.074119,0.000228,0.158469,0.000388,0.153133,0.000328,160
cbf_safety_shield,eye_in_hand_peg_insert,fov_escape_risk,heldout_camera,0.575711,0.001424,0.516671,0.001497,0.553188,0.000567,0.148311,0.000436,0.130907,0.000364,0.052593,0.000322,0.260504,0.000291,0.070809,0.000304,0.071265,0.000207,0.146487,0.000371,0.143238,0.000309,160
cbf_safety_shield,eye_in_hand_peg_insert,fov_escape_risk,heldout_object,0.596207,0.001397,0.547635,0.001476,0.558203,0.000512,0.140110,0.000445,0.126802,0.000381,0.051652,0.000331,0.258505,0.000327,0.068503,0.000306,0.069557,0.000208,0.139662,0.000343,0.137438,0.000313,160
cbf_safety_shield,eye_in_hand_peg_insert,jacobian_mismatch,clean_deployment,0.626111,0.001362,0.599306,0.001402,0.570892,0.000540,0.123739,0.000450,0.120101,0.000361,0.048339,0.000301,0.255237,0.000327,0.064938,0.000309,0.065744,0.000212,0.125926,0.000340,0.125542,0.000321,160
cbf_safety_shield,eye_in_hand_peg_insert,jacobian_mismatch,combined_stress,0.561082,0.001346,0.495542,0.001397,0.552170,0.000519,0.153555,0.000468,0.136336,0.000364,0.051525,0.000334,0.263394,0.000311,0.073656,0.000310,0.072057,0.000229,0.151603,0.000387,0.146843,0.000337,160
cbf_safety_shield,eye_in_hand_peg_insert,jacobian_mismatch,heldout_camera,0.592879,0.001420,0.545616,0.001500,0.560276,0.000492,0.139545,0.000451,0.128316,0.000371,0.049714,0.000306,0.259207,0.000314,0.069724,0.000312,0.068976,0.000217,0.139180,0.000374,0.136595,0.000313,160
cbf_safety_shield,eye_in_hand_peg_insert,jacobian_mismatch,heldout_object,0.609004,0.001459,0.571917,0.001580,0.566295,0.000523,0.131845,0.000452,0.124442,0.000362,0.049064,0.000291,0.257232,0.000324,0.067556,0.000323,0.067410,0.000224,0.132904,0.000415,0.131280,0.000341,160
cbf_safety_shield,eye_in_hand_peg_insert,lighting_shift,clean_deployment,0.663904,0.001538,0.662900,0.001648,0.586780,0.000547,0.107233,0.000436,0.108131,0.000346,0.044730,0.000307,0.249304,0.000315,0.058935,0.000294,0.060256,0.000227,0.109093,0.000380,0.111813,0.000317,160
cbf_safety_shield,eye_in_hand_peg_insert,lighting_shift,combined_stress,0.604836,0.001467,0.564864,0.001524,0.568472,0.000533,0.137422,0.000425,0.124372,0.000375,0.048335,0.000299,0.257344,0.000318,0.067267,0.000316,0.066495,0.000218,0.135107,0.000357,0.133466,0.000299,160
cbf_safety_shield,eye_in_hand_peg_insert,lighting_shift,heldout_camera,0.632656,0.001313,0.611173,0.001389,0.577342,0.000528,0.123251,0.000445,0.116536,0.000382,0.046550,0.000311,0.253642,0.000301,0.063306,0.000332,0.063595,0.000234,0.122637,0.000364,0.123192,0.000315,160
cbf_safety_shield,eye_in_hand_peg_insert,lighting_shift,heldout_object,0.648938,0.001325,0.637545,0.001407,0.582058,0.000536,0.115340,0.000439,0.112731,0.000353,0.045627,0.000303,0.251321,0.000322,0.061098,0.000299,0.062046,0.000243,0.116148,0.000348,0.117625,0.000303,160
cbf_safety_shield,eye_in_hand_peg_insert,nominal_view,clean_deployment,0.684312,0.001349,0.699693,0.001496,0.598900,0.000567,0.095845,0.000425,0.102823,0.000360,0.042914,0.000308,0.246618,0.000312,0.055907,0.000313,0.057885,0.000223,0.099716,0.000367,0.103580,0.000335,160
cbf_safety_shield,eye_in_hand_peg_insert,nominal_view,combined_stress,0.637641,0.001377,0.613999,0.001510,0.579661,0.000555,0.125456,0.000440,0.119222,0.000357,0.046594,0.000316,0.254562,0.000322,0.064637,0.000322,0.064223,0.000227,0.125444,0.000366,0.125107,0.000306,160
